fecha,tipo_transporte,num_usuarios,tiempo_viaje_promedio_min,ruta_popular
2023-06-01,Taxi,3309,56,HPE Innovation Hub - ProLiant Village
2023-06-02,Tranvía,3587,52,Simplivity Springs - Nimble Peak
2023-06-03,Bicicleta,2144,55,Ezmeral Valley - Alletra City
2023-06-04,Autobús,491,26,Simplivity Springs - ProLiant Village
2023-06-05,Coche Compartido,1848,36,GreenLake Shores - Composable Cloud
2023-06-06,Taxi,1475,47,ProLiant Village - Ezmeral Valley
2023-06-07,Tranvía,2140,42,Aruba Central - Ezmeral Valley
2023-06-08,Bicicleta,3903,17,Ezmeral Valley - Apollo Heights
2023-06-09,Bicicleta,2529,53,Apollo Heights - Composable Cloud
2023-06-10,Coche Compartido,1766,54,Alletra City - ProLiant Village
2023-06-11,Tranvía,1408,37,Alletra City - Nimble Peak
2023-06-12,Bicicleta,1878,10,Alletra City - Ezmeral Valley
2023-06-13,Autobús,683,58,Simplivity Springs - Aruba Central
2023-06-14,Taxi,2667,38,Composable Cloud - ProLiant Village
2023-06-15,Coche Compartido,2670,32,Composable Cloud - ProLiant Village
2023-06-16,Metro,2462,32,GreenLake Shores - Aruba Central
2023-06-17,Taxi,866,49,Apollo Heights - Simplivity Springs
2023-06-18,Coche Compartido,621,58,Nimble Peak - Aruba Central
2023-06-19,Coche Compartido,1975,36,Aruba Central - Ezmeral Valley
2023-06-20,Bicicleta,1589,36,Apollo Heights - Alletra City
2023-06-21,Bicicleta,2840,27,Apollo Heights - Simplivity Springs
2023-06-22,Autobús,1740,32,ProLiant Village - Alletra City
2023-06-23,Tranvía,4377,46,Ezmeral Valley - Composable Cloud
2023-06-24,Taxi,1553,17,HPE Innovation Hub - Aruba Central
2023-06-25,Bicicleta,851,19,Simplivity Springs - Aruba Central
2023-06-26,Autobús,5112,49,HPE Innovation Hub - Alletra City
2023-06-27,Metro,1960,53,ProLiant Village - Simplivity Springs
2023-06-28,Bicicleta,2842,56,GreenLake Shores - HPE Innovation Hub
2023-06-29,Coche Compartido,3432,32,Simplivity Springs - Aruba Central
2023-06-30,Taxi,4086,51,HPE Innovation Hub - Ezmeral Valley
2023-07-01,Autobús,421,38,Apollo Heights - Aruba Central
2023-07-02,Taxi,1774,53,GreenLake Shores - Aruba Central
2023-07-03,Metro,2451,51,Aruba Central - GreenLake Shores
2023-07-04,Autobús,3526,37,GreenLake Shores - HPE Innovation Hub
2023-07-05,Metro,2552,37,HPE Innovation Hub - Apollo Heights
2023-07-06,Metro,2278,28,ProLiant Village - Nimble Peak
2023-07-07,Bicicleta,3800,35,HPE Innovation Hub - Aruba Central
2023-07-08,Coche Compartido,2540,30,Aruba Central - HPE Innovation Hub
2023-07-09,Tranvía,2943,28,HPE Innovation Hub - Aruba Central
2023-07-10,Coche Compartido,2571,14,Aruba Central - Apollo Heights
2023-07-11,Taxi,2300,55,Apollo Heights - HPE Innovation Hub
2023-07-12,Taxi,3046,11,Nimble Peak - GreenLake Shores
2023-07-13,Coche Compartido,2341,23,Composable Cloud - HPE Innovation Hub
2023-07-14,Coche Compartido,3137,32,Apollo Heights - Nimble Peak
2023-07-15,Autobús,1922,15,Alletra City - Simplivity Springs
2023-07-16,Bicicleta,1179,12,Alletra City - Nimble Peak
2023-07-17,Tranvía,819,11,Apollo Heights - Alletra City
2023-07-18,Coche Compartido,4032,35,Aruba Central - Alletra City
2023-07-19,Bicicleta,3041,39,Apollo Heights - Aruba Central
2023-07-20,Bicicleta,1887,30,ProLiant Village - Nimble Peak
2023-07-21,Tranvía,2365,49,Apollo Heights - HPE Innovation Hub
2023-07-22,Autobús,1149,17,HPE Innovation Hub - Ezmeral Valley
2023-07-23,Bicicleta,844,20,Apollo Heights - GreenLake Shores
2023-07-24,Taxi,1374,53,Alletra City - HPE Innovation Hub
2023-07-25,Metro,5413,57,Composable Cloud - Nimble Peak
2023-07-26,Taxi,2072,33,Aruba Central - Apollo Heights
2023-07-27,Tranvía,2901,40,Apollo Heights - Aruba Central
2023-07-28,Metro,907,59,HPE Innovation Hub - Simplivity Springs
2023-07-29,Bicicleta,2571,56,Nimble Peak - Composable Cloud
2023-07-30,Bicicleta,2660,35,Nimble Peak - ProLiant Village
2023-07-31,Autobús,4519,35,HPE Innovation Hub - Ezmeral Valley
2023-08-01,Tranvía,3392,49,Ezmeral Valley - GreenLake Shores
2023-08-02,Coche Compartido,1554,28,Nimble Peak - ProLiant Village
2023-08-03,Autobús,1459,53,HPE Innovation Hub - Ezmeral Valley
2023-08-04,Bicicleta,1482,41,Aruba Central - Apollo Heights
2023-08-05,Bicicleta,2365,54,Alletra City - Nimble Peak
2023-08-06,Bicicleta,703,15,Simplivity Springs - Alletra City
2023-08-07,Autobús,2672,41,Ezmeral Valley - Simplivity Springs
2023-08-08,Taxi,1186,10,Apollo Heights - Ezmeral Valley
2023-08-09,Tranvía,3451,43,HPE Innovation Hub - Aruba Central
2023-08-10,Bicicleta,1742,39,Aruba Central - HPE Innovation Hub
2023-08-11,Coche Compartido,3229,40,Aruba Central - Alletra City
2023-08-12,Tranvía,2723,35,Aruba Central - Composable Cloud
2023-08-13,Bicicleta,1757,10,Apollo Heights - Aruba Central
2023-08-14,Autobús,3227,37,Apollo Heights - Aruba Central
2023-08-15,Coche Compartido,2965,16,Alletra City - GreenLake Shores
2023-08-16,Metro,2733,14,Ezmeral Valley - Simplivity Springs
2023-08-17,Tranvía,4829,12,Composable Cloud - Nimble Peak
2023-08-18,Autobús,2337,38,Alletra City - GreenLake Shores
2023-08-19,Metro,369,29,Alletra City - Nimble Peak
2023-08-20,Tranvía,906,59,HPE Innovation Hub - Simplivity Springs
2023-08-21,Autobús,1878,23,Simplivity Springs - GreenLake Shores
2023-08-22,Coche Compartido,3207,20,HPE Innovation Hub - Aruba Central
2023-08-23,Tranvía,1817,33,GreenLake Shores - Nimble Peak
2023-08-24,Tranvía,2573,26,Ezmeral Valley - Aruba Central
2023-08-25,Taxi,2060,44,Nimble Peak - Simplivity Springs
2023-08-26,Tranvía,2514,23,Alletra City - Nimble Peak
2023-08-27,Bicicleta,820,58,Composable Cloud - Ezmeral Valley
2023-08-28,Coche Compartido,3273,49,GreenLake Shores - Composable Cloud
2023-08-29,Metro,3725,53,Composable Cloud - ProLiant Village
2023-08-30,Metro,1176,49,Composable Cloud - Nimble Peak
2023-08-31,Taxi,2726,33,Aruba Central - Alletra City
2023-09-01,Metro,2726,48,Aruba Central - GreenLake Shores
2023-09-02,Tranvía,1326,51,Nimble Peak - Alletra City
2023-09-03,Coche Compartido,2322,53,Alletra City - Apollo Heights
2023-09-04,Bicicleta,3168,50,Composable Cloud - Aruba Central
2023-09-05,Autobús,2943,10,Apollo Heights - ProLiant Village
2023-09-06,Taxi,2720,14,ProLiant Village - HPE Innovation Hub
2023-09-07,Metro,5159,56,Simplivity Springs - Alletra City
2023-09-08,Autobús,996,24,Composable Cloud - Simplivity Springs
2023-09-09,Autobús,2332,26,ProLiant Village - Composable Cloud
2023-09-10,Tranvía,1073,43,Ezmeral Valley - Apollo Heights
2023-09-11,Autobús,1159,51,Simplivity Springs - HPE Innovation Hub
2023-09-12,Autobús,2765,34,Alletra City - Apollo Heights
2023-09-13,Taxi,1574,46,HPE Innovation Hub - Apollo Heights
2023-09-14,Taxi,1619,55,Aruba Central - ProLiant Village
2023-09-15,Metro,5095,23,ProLiant Village - Composable Cloud
2023-09-16,Coche Compartido,756,18,HPE Innovation Hub - ProLiant Village
2023-09-17,Taxi,2382,16,ProLiant Village - Nimble Peak
2023-09-18,Coche Compartido,3351,24,Simplivity Springs - Alletra City
2023-09-19,Coche Compartido,2413,37,Composable Cloud - ProLiant Village
2023-09-20,Autobús,3568,56,Nimble Peak - Simplivity Springs
2023-09-21,Tranvía,2575,25,Composable Cloud - Aruba Central
2023-09-22,Autobús,2535,47,GreenLake Shores - ProLiant Village
2023-09-23,Taxi,1522,48,Apollo Heights - Simplivity Springs
2023-09-24,Tranvía,979,31,GreenLake Shores - Simplivity Springs
2023-09-25,Taxi,2234,30,Nimble Peak - Composable Cloud
2023-09-26,Coche Compartido,2211,53,Composable Cloud - Apollo Heights
2023-09-27,Metro,5128,22,GreenLake Shores - Ezmeral Valley
2023-09-28,Bicicleta,2762,19,Composable Cloud - Simplivity Springs
2023-09-29,Autobús,3918,50,Composable Cloud - Ezmeral Valley
2023-09-30,Coche Compartido,1433,13,Nimble Peak - Apollo Heights
2023-10-01,Autobús,1499,25,ProLiant Village - Composable Cloud
2023-10-02,Tranvía,4203,53,Apollo Heights - Alletra City
2023-10-03,Tranvía,3150,32,ProLiant Village - Apollo Heights
2023-10-04,Coche Compartido,2170,41,Apollo Heights - HPE Innovation Hub
2023-10-05,Taxi,904,17,Apollo Heights - Alletra City
2023-10-06,Coche Compartido,3994,38,HPE Innovation Hub - Composable Cloud
2023-10-07,Autobús,646,51,Nimble Peak - ProLiant Village
2023-10-08,Metro,2348,58,Apollo Heights - ProLiant Village
2023-10-09,Taxi,3413,49,Ezmeral Valley - HPE Innovation Hub
2023-10-10,Coche Compartido,1106,42,ProLiant Village - Composable Cloud
2023-10-11,Tranvía,2098,23,Apollo Heights - Alletra City
2023-10-12,Autobús,2321,43,Nimble Peak - Composable Cloud
2023-10-13,Metro,2892,45,Ezmeral Valley - GreenLake Shores
2023-10-14,Autobús,2049,28,Simplivity Springs - ProLiant Village
2023-10-15,Metro,718,48,Simplivity Springs - GreenLake Shores
2023-10-16,Taxi,1937,20,Alletra City - ProLiant Village
2023-10-17,Coche Compartido,1646,13,Apollo Heights - Alletra City
2023-10-18,Coche Compartido,2229,21,Apollo Heights - GreenLake Shores
2023-10-19,Autobús,2624,30,Alletra City - GreenLake Shores
2023-10-20,Tranvía,1117,56,Alletra City - Nimble Peak
2023-10-21,Autobús,880,22,GreenLake Shores - Aruba Central
2023-10-22,Autobús,2151,17,Aruba Central - HPE Innovation Hub
2023-10-23,Bicicleta,2795,27,Ezmeral Valley - Nimble Peak
2023-10-24,Metro,1531,28,Apollo Heights - Simplivity Springs
2023-10-25,Coche Compartido,965,11,GreenLake Shores - Apollo Heights
2023-10-26,Tranvía,3776,54,Ezmeral Valley - ProLiant Village
2023-10-27,Metro,4290,27,Composable Cloud - Apollo Heights
2023-10-28,Coche Compartido,2400,34,Apollo Heights - Nimble Peak
2023-10-29,Coche Compartido,1897,16,ProLiant Village - Aruba Central
2023-10-30,Bicicleta,4300,60,Alletra City - Simplivity Springs
2023-10-31,Autobús,2775,31,Aruba Central - Nimble Peak
2023-11-01,Bicicleta,2908,22,Nimble Peak - Aruba Central
2023-11-02,Bicicleta,1220,27,Alletra City - GreenLake Shores
2023-11-03,Autobús,3958,29,Simplivity Springs - Nimble Peak
2023-11-04,Taxi,467,44,ProLiant Village - HPE Innovation Hub
2023-11-05,Metro,2162,55,GreenLake Shores - Nimble Peak
2023-11-06,Tranvía,4271,34,GreenLake Shores - Ezmeral Valley
2023-11-07,Bicicleta,2644,54,GreenLake Shores - Composable Cloud
2023-11-08,Taxi,2114,41,Nimble Peak - Apollo Heights
2023-11-09,Autobús,3213,45,Apollo Heights - GreenLake Shores
2023-11-10,Coche Compartido,3388,24,Ezmeral Valley - Nimble Peak
2023-11-11,Taxi,1489,42,Composable Cloud - Simplivity Springs
2023-11-12,Metro,1764,53,HPE Innovation Hub - Nimble Peak
2023-11-13,Coche Compartido,1565,42,Composable Cloud - GreenLake Shores
2023-11-14,Tranvía,2296,34,Alletra City - HPE Innovation Hub
2023-11-15,Taxi,4071,59,Simplivity Springs - Nimble Peak
2023-11-16,Tranvía,5221,47,Composable Cloud - Nimble Peak
2023-11-17,Bicicleta,1625,58,Ezmeral Valley - HPE Innovation Hub
2023-11-18,Metro,912,30,HPE Innovation Hub - Nimble Peak
2023-11-19,Taxi,2758,59,Composable Cloud - Alletra City
2023-11-20,Coche Compartido,3237,49,Nimble Peak - Simplivity Springs
2023-11-21,Taxi,1429,24,Alletra City - Ezmeral Valley
2023-11-22,Coche Compartido,1752,38,Ezmeral Valley - Alletra City
2023-11-23,Coche Compartido,690,38,Nimble Peak - Aruba Central
2023-11-24,Coche Compartido,3155,21,GreenLake Shores - HPE Innovation Hub
2023-11-25,Autobús,2236,16,Alletra City - Composable Cloud
2023-11-26,Autobús,534,18,Alletra City - GreenLake Shores
2023-11-27,Coche Compartido,3129,23,Apollo Heights - Nimble Peak
2023-11-28,Metro,4123,33,Simplivity Springs - HPE Innovation Hub
2023-11-29,Tranvía,2099,22,Alletra City - HPE Innovation Hub
2023-11-30,Coche Compartido,2529,30,HPE Innovation Hub - Simplivity Springs
2023-12-01,Bicicleta,2046,28,HPE Innovation Hub - Nimble Peak
2023-12-02,Bicicleta,1637,39,HPE Innovation Hub - GreenLake Shores
2023-12-03,Tranvía,2595,38,Ezmeral Valley - GreenLake Shores
2023-12-04,Bicicleta,3633,28,Simplivity Springs - Aruba Central
2023-12-05,Autobús,733,17,GreenLake Shores - Ezmeral Valley
2023-12-06,Coche Compartido,1928,46,Composable Cloud - Ezmeral Valley
2023-12-07,Tranvía,1738,25,Nimble Peak - Simplivity Springs
2023-12-08,Autobús,2519,56,Ezmeral Valley - Nimble Peak
2023-12-09,Taxi,1738,58,Nimble Peak - Alletra City
2023-12-10,Autobús,2841,51,GreenLake Shores - HPE Innovation Hub
2023-12-11,Autobús,1262,39,HPE Innovation Hub - Nimble Peak
2023-12-12,Metro,2489,42,Aruba Central - GreenLake Shores
2023-12-13,Metro,2661,17,Alletra City - Ezmeral Valley
2023-12-14,Bicicleta,4383,36,Aruba Central - Simplivity Springs
2023-12-15,Tranvía,2512,20,Composable Cloud - GreenLake Shores
2023-12-16,Coche Compartido,1151,21,Aruba Central - Nimble Peak
2023-12-17,Taxi,2744,39,Alletra City - Composable Cloud
2023-12-18,Taxi,4359,28,Nimble Peak - Apollo Heights
2023-12-19,Metro,2544,18,Simplivity Springs - GreenLake Shores
2023-12-20,Tranvía,739,42,ProLiant Village - GreenLake Shores
2023-12-21,Bicicleta,2540,17,GreenLake Shores - Ezmeral Valley
2023-12-22,Tranvía,1198,55,Alletra City - ProLiant Village
2023-12-23,Metro,1166,58,Alletra City - GreenLake Shores
2023-12-24,Tranvía,2205,23,GreenLake Shores - Simplivity Springs
2023-12-25,Bicicleta,5276,45,Aruba Central - Ezmeral Valley
2023-12-26,Coche Compartido,2290,54,Alletra City - Composable Cloud
2023-12-27,Coche Compartido,3514,13,Apollo Heights - Aruba Central
2023-12-28,Autobús,760,58,GreenLake Shores - Nimble Peak
2023-12-29,Bicicleta,3452,46,Composable Cloud - HPE Innovation Hub
2023-12-30,Coche Compartido,1906,22,GreenLake Shores - Alletra City
2023-12-31,Taxi,1296,44,HPE Innovation Hub - Ezmeral Valley
2024-01-01,Tranvía,2399,25,Simplivity Springs - ProLiant Village
2024-01-02,Tranvía,1155,27,Ezmeral Valley - Aruba Central
2024-01-03,Autobús,4012,56,Aruba Central - Apollo Heights
2024-01-04,Autobús,2589,48,Composable Cloud - Nimble Peak
2024-01-05,Tranvía,2457,53,HPE Innovation Hub - Alletra City
2024-01-06,Autobús,1572,11,Aruba Central - HPE Innovation Hub
2024-01-07,Bicicleta,1813,41,Nimble Peak - Apollo Heights
2024-01-08,Taxi,2972,54,ProLiant Village - Composable Cloud
2024-01-09,Metro,3230,60,Simplivity Springs - GreenLake Shores
2024-01-10,Autobús,1439,60,Ezmeral Valley - GreenLake Shores
2024-01-11,Tranvía,4868,16,GreenLake Shores - HPE Innovation Hub
2024-01-12,Bicicleta,2865,11,Aruba Central - Nimble Peak
2024-01-13,Taxi,1884,51,HPE Innovation Hub - Aruba Central
2024-01-14,Coche Compartido,1062,23,Apollo Heights - Nimble Peak
2024-01-15,Coche Compartido,1171,38,Apollo Heights - Ezmeral Valley
2024-01-16,Autobús,4087,19,Ezmeral Valley - Apollo Heights
2024-01-17,Bicicleta,1068,30,GreenLake Shores - Nimble Peak
2024-01-18,Bicicleta,2566,50,GreenLake Shores - Simplivity Springs
2024-01-19,Taxi,1671,33,GreenLake Shores - Apollo Heights
2024-01-20,Autobús,2142,43,Aruba Central - Nimble Peak
2024-01-21,Metro,506,51,ProLiant Village - Ezmeral Valley
2024-01-22,Tranvía,963,24,Apollo Heights - Aruba Central
2024-01-23,Autobús,3855,26,Apollo Heights - Simplivity Springs
2024-01-24,Metro,3847,51,Nimble Peak - Apollo Heights
2024-01-25,Tranvía,1347,29,Ezmeral Valley - ProLiant Village
2024-01-26,Bicicleta,622,28,HPE Innovation Hub - GreenLake Shores
2024-01-27,Autobús,2700,39,Alletra City - Apollo Heights
2024-01-28,Metro,1827,10,HPE Innovation Hub - ProLiant Village
2024-01-29,Bicicleta,3562,26,Aruba Central - Alletra City
2024-01-30,Tranvía,1422,11,Simplivity Springs - Apollo Heights
2024-01-31,Autobús,1544,11,Apollo Heights - Composable Cloud
2024-02-01,Metro,1211,56,GreenLake Shores - Aruba Central
2024-02-02,Bicicleta,3693,11,Simplivity Springs - Apollo Heights
2024-02-03,Tranvía,1350,57,Apollo Heights - HPE Innovation Hub
2024-02-04,Bicicleta,1547,53,HPE Innovation Hub - Apollo Heights
2024-02-05,Tranvía,3355,33,Ezmeral Valley - Aruba Central
2024-02-06,Tranvía,4006,55,Apollo Heights - Composable Cloud
2024-02-07,Bicicleta,3525,51,ProLiant Village - Nimble Peak
2024-02-08,Tranvía,2205,38,HPE Innovation Hub - Apollo Heights
2024-02-09,Autobús,1749,20,Aruba Central - GreenLake Shores
2024-02-10,Metro,1122,49,Composable Cloud - Nimble Peak
2024-02-11,Metro,1856,42,Alletra City - Aruba Central
2024-02-12,Taxi,1030,27,Composable Cloud - Nimble Peak
2024-02-13,Bicicleta,2820,39,Apollo Heights - HPE Innovation Hub
2024-02-14,Autobús,2726,30,Composable Cloud - Alletra City
2024-02-15,Autobús,3230,39,GreenLake Shores - ProLiant Village
2024-02-16,Coche Compartido,1538,31,Ezmeral Valley - Apollo Heights
2024-02-17,Tranvía,550,54,Composable Cloud - Alletra City
2024-02-18,Bicicleta,1618,17,Aruba Central - Apollo Heights
2024-02-19,Taxi,821,31,Nimble Peak - Ezmeral Valley
2024-02-20,Taxi,4796,56,Apollo Heights - Aruba Central
2024-02-21,Autobús,1471,14,Aruba Central - HPE Innovation Hub
2024-02-22,Taxi,4712,53,Composable Cloud - Alletra City
2024-02-23,Metro,3538,35,Composable Cloud - GreenLake Shores
2024-02-24,Metro,1317,40,Apollo Heights - Alletra City
2024-02-25,Tranvía,1132,33,Ezmeral Valley - Apollo Heights
2024-02-26,Autobús,3142,13,Ezmeral Valley - Apollo Heights
2024-02-27,Taxi,4747,60,Composable Cloud - ProLiant Village
2024-02-28,Metro,4705,44,Composable Cloud - Nimble Peak
2024-02-29,Bicicleta,1728,60,Composable Cloud - Aruba Central
2024-03-01,Taxi,1914,49,Apollo Heights - Composable Cloud
2024-03-02,Coche Compartido,1109,43,Composable Cloud - Simplivity Springs
2024-03-03,Autobús,968,35,Apollo Heights - Composable Cloud
2024-03-04,Tranvía,3681,42,Apollo Heights - Alletra City
2024-03-05,Coche Compartido,1605,11,HPE Innovation Hub - ProLiant Village
2024-03-06,Coche Compartido,2200,20,Simplivity Springs - HPE Innovation Hub
2024-03-07,Coche Compartido,1274,54,Nimble Peak - Composable Cloud
2024-03-08,Taxi,4003,19,Ezmeral Valley - Simplivity Springs
2024-03-09,Bicicleta,1501,35,HPE Innovation Hub - Aruba Central
2024-03-10,Metro,2731,43,HPE Innovation Hub - Apollo Heights
2024-03-11,Coche Compartido,1295,29,Composable Cloud - Ezmeral Valley
2024-03-12,Tranvía,4181,46,Simplivity Springs - Apollo Heights
2024-03-13,Autobús,1542,54,Aruba Central - Ezmeral Valley
2024-03-14,Autobús,3398,26,Alletra City - Ezmeral Valley
2024-03-15,Coche Compartido,2916,42,Apollo Heights - Composable Cloud
2024-03-16,Coche Compartido,557,10,Simplivity Springs - Aruba Central
2024-03-17,Taxi,1292,27,HPE Innovation Hub - GreenLake Shores
2024-03-18,Coche Compartido,1928,34,Simplivity Springs - GreenLake Shores
2024-03-19,Tranvía,2688,50,Alletra City - GreenLake Shores
2024-03-20,Autobús,2700,38,HPE Innovation Hub - Simplivity Springs
2024-03-21,Coche Compartido,3736,27,ProLiant Village - Ezmeral Valley
2024-03-22,Metro,1594,57,Simplivity Springs - Apollo Heights
2024-03-23,Bicicleta,1938,49,Alletra City - ProLiant Village
2024-03-24,Autobús,2044,32,Composable Cloud - Apollo Heights
2024-03-25,Metro,585,11,GreenLake Shores - Nimble Peak
2024-03-26,Taxi,1313,34,GreenLake Shores - Simplivity Springs
2024-03-27,Tranvía,2265,20,Composable Cloud - Alletra City
2024-03-28,Taxi,1722,41,Nimble Peak - Ezmeral Valley
2024-03-29,Taxi,2080,21,Ezmeral Valley - Composable Cloud
2024-03-30,Autobús,1751,42,Composable Cloud - Aruba Central
2024-03-31,Metro,1469,14,Alletra City - HPE Innovation Hub
2024-04-01,Bicicleta,4266,48,Ezmeral Valley - Apollo Heights
2024-04-02,Taxi,1805,12,GreenLake Shores - Ezmeral Valley
2024-04-03,Autobús,1738,11,GreenLake Shores - Apollo Heights
2024-04-04,Tranvía,599,15,Apollo Heights - ProLiant Village
2024-04-05,Metro,3256,38,Nimble Peak - GreenLake Shores
2024-04-06,Bicicleta,733,41,Simplivity Springs - GreenLake Shores
2024-04-07,Tranvía,1184,46,GreenLake Shores - Nimble Peak
2024-04-08,Tranvía,1266,16,Aruba Central - ProLiant Village
2024-04-09,Taxi,811,19,GreenLake Shores - Apollo Heights
2024-04-10,Bicicleta,4094,13,GreenLake Shores - Nimble Peak
2024-04-11,Tranvía,3624,34,GreenLake Shores - Nimble Peak
2024-04-12,Tranvía,2920,22,GreenLake Shores - Simplivity Springs
2024-04-13,Autobús,566,43,GreenLake Shores - Alletra City
2024-04-14,Bicicleta,466,40,Simplivity Springs - Apollo Heights
2024-04-15,Tranvía,4353,31,GreenLake Shores - Ezmeral Valley
2024-04-16,Coche Compartido,2305,19,Aruba Central - Ezmeral Valley
2024-04-17,Tranvía,1624,34,Apollo Heights - Nimble Peak
2024-04-18,Bicicleta,1920,49,Simplivity Springs - HPE Innovation Hub
2024-04-19,Autobús,2634,18,GreenLake Shores - Alletra City
2024-04-20,Bicicleta,1112,55,GreenLake Shores - ProLiant Village
2024-04-21,Taxi,1062,48,Aruba Central - Composable Cloud
2024-04-22,Coche Compartido,4334,60,GreenLake Shores - Ezmeral Valley
2024-04-23,Taxi,1417,29,Composable Cloud - Ezmeral Valley
2024-04-24,Autobús,4884,37,Composable Cloud - Aruba Central
2024-04-25,Coche Compartido,3538,26,Simplivity Springs - Composable Cloud
2024-04-26,Tranvía,1072,24,Apollo Heights - Alletra City
2024-04-27,Autobús,1755,43,Alletra City - Ezmeral Valley
2024-04-28,Bicicleta,1796,51,Alletra City - Ezmeral Valley
2024-04-29,Autobús,3231,21,Aruba Central - HPE Innovation Hub
2024-04-30,Taxi,1940,15,Nimble Peak - Composable Cloud
2024-05-01,Tranvía,1331,12,Nimble Peak - Apollo Heights
2024-05-02,Coche Compartido,4247,24,Nimble Peak - HPE Innovation Hub
2024-05-03,Taxi,4770,44,Nimble Peak - Ezmeral Valley
2024-05-04,Bicicleta,1495,57,Ezmeral Valley - Simplivity Springs
2024-05-05,Autobús,372,42,Nimble Peak - Composable Cloud
2024-05-06,Metro,2548,55,Ezmeral Valley - Nimble Peak
2024-05-07,Coche Compartido,4284,48,GreenLake Shores - Composable Cloud
2024-05-08,Autobús,5275,56,ProLiant Village - Nimble Peak
2024-05-09,Coche Compartido,2570,34,Apollo Heights - Composable Cloud
2024-05-10,Metro,696,16,HPE Innovation Hub - ProLiant Village
2024-05-11,Taxi,1014,11,Composable Cloud - HPE Innovation Hub
2024-05-12,Coche Compartido,1889,47,Ezmeral Valley - HPE Innovation Hub
2024-05-13,Metro,2896,31,Nimble Peak - GreenLake Shores
2024-05-14,Tranvía,3607,12,Apollo Heights - Nimble Peak
2024-05-15,Metro,2319,43,Aruba Central - Ezmeral Valley
2024-05-16,Coche Compartido,2928,59,GreenLake Shores - Simplivity Springs
2024-05-17,Bicicleta,910,16,HPE Innovation Hub - Nimble Peak
2024-05-18,Tranvía,434,58,GreenLake Shores - Ezmeral Valley
2024-05-19,Metro,749,20,Composable Cloud - HPE Innovation Hub
2024-05-20,Bicicleta,1551,29,Nimble Peak - ProLiant Village
2024-05-21,Autobús,1741,32,HPE Innovation Hub - Ezmeral Valley
2024-05-22,Bicicleta,3997,54,GreenLake Shores - Ezmeral Valley
2024-05-23,Tranvía,4412,57,Apollo Heights - GreenLake Shores
2024-05-24,Metro,3099,11,ProLiant Village - Simplivity Springs
2024-05-25,Metro,2145,29,GreenLake Shores - ProLiant Village
2024-05-26,Tranvía,780,19,Nimble Peak - HPE Innovation Hub
2024-05-27,Coche Compartido,2119,23,ProLiant Village - HPE Innovation Hub
2024-05-28,Metro,3412,13,Ezmeral Valley - ProLiant Village
2024-05-29,Autobús,4948,14,HPE Innovation Hub - Composable Cloud
2024-05-30,Tranvía,1166,12,Nimble Peak - HPE Innovation Hub
2024-05-31,Autobús,2801,13,Aruba Central - Alletra City
2024-06-01,Coche Compartido,972,46,Ezmeral Valley - Aruba Central
2024-06-02,Taxi,1495,39,Alletra City - HPE Innovation Hub
2024-06-03,Coche Compartido,641,21,Composable Cloud - Apollo Heights
2024-06-04,Taxi,2144,31,HPE Innovation Hub - Aruba Central
2024-06-05,Autobús,2662,42,ProLiant Village - HPE Innovation Hub
2024-06-06,Taxi,1242,34,Alletra City - Ezmeral Valley
2024-06-07,Autobús,1736,49,Composable Cloud - Nimble Peak
2024-06-08,Bicicleta,2438,47,Apollo Heights - Aruba Central
2024-06-09,Tranvía,1978,11,ProLiant Village - HPE Innovation Hub
2024-06-10,Bicicleta,2944,24,Apollo Heights - Simplivity Springs
2024-06-11,Metro,2454,58,HPE Innovation Hub - Simplivity Springs
2024-06-12,Autobús,2096,17,Apollo Heights - Composable Cloud
2024-06-13,Coche Compartido,905,32,Apollo Heights - Nimble Peak
2024-06-14,Tranvía,1171,58,Aruba Central - Alletra City
2024-06-15,Bicicleta,445,20,Nimble Peak - Ezmeral Valley
2024-06-16,Coche Compartido,1859,27,ProLiant Village - Aruba Central
2024-06-17,Bicicleta,2345,55,Apollo Heights - Alletra City
2024-06-18,Tranvía,1701,13,Aruba Central - ProLiant Village
2024-06-19,Taxi,1800,50,Simplivity Springs - Nimble Peak
2024-06-20,Taxi,1599,22,HPE Innovation Hub - Simplivity Springs
2024-06-21,Taxi,3283,18,Composable Cloud - Simplivity Springs
2024-06-22,Tranvía,3013,18,Composable Cloud - Alletra City
2024-06-23,Metro,1996,26,Nimble Peak - Aruba Central
2024-06-24,Coche Compartido,5111,23,Composable Cloud - ProLiant Village
2024-06-25,Bicicleta,2430,54,Apollo Heights - Simplivity Springs
2024-06-26,Tranvía,3175,45,Ezmeral Valley - Alletra City
2024-06-27,Autobús,1081,52,Nimble Peak - ProLiant Village
2024-06-28,Autobús,1377,26,Nimble Peak - Simplivity Springs
2024-06-29,Bicicleta,959,21,Nimble Peak - GreenLake Shores
2024-06-30,Bicicleta,847,37,Ezmeral Valley - Apollo Heights
2024-07-01,Metro,1145,26,Alletra City - Aruba Central
2024-07-02,Metro,1498,38,ProLiant Village - Composable Cloud
2024-07-03,Autobús,4153,23,GreenLake Shores - Simplivity Springs
2024-07-04,Taxi,874,23,HPE Innovation Hub - Alletra City
2024-07-05,Metro,1595,20,Composable Cloud - GreenLake Shores
2024-07-06,Coche Compartido,825,11,Aruba Central - HPE Innovation Hub
2024-07-07,Tranvía,1618,14,HPE Innovation Hub - Apollo Heights
