hotel_nombre,fecha,tasa_ocupacion,reservas_confirmadas,cancelaciones,precio_promedio_noche
dHCI Executive Boutique Hotel,2019-01-20,63,274,49,114.55
ProLiant Haven,2019-01-20,54,234,37,164.43
Apollo Executive Beach Resort,2019-01-20,51,181,27,118.29
Aruba Lodge,2019-01-20,47,131,9,112.72
Alletra Haven,2019-01-20,49,142,23,134.39
dHCI Platinum Beach Resort,2019-01-20,68,283,35,201.87
GreenLake Platinum Heritage Inn,2019-01-20,50,120,6,139.57
Pointnext Signature Residences & Suites,2019-01-20,70,219,39,181.63
ProLiant Place,2019-01-20,58,285,20,145.2
Synergy Golden Grand Hotel,2019-01-20,68,233,17,172.16
Alletra Resort,2019-01-20,49,206,29,193.84
GreenLake Digital Business Suites,2019-01-20,63,187,17,212.02
Apollo Resort & Spa,2019-01-20,47,225,17,190.74
Nimble Inn,2019-01-20,50,215,11,172.72
Ezmeral Grand Hotel,2019-01-20,68,225,21,212.23
Alletra Boutique Hotel,2019-01-20,67,269,19,157.58
Simplivity Golden Plaza Hotel,2019-01-20,53,130,14,142.96
Cray Villas,2019-01-20,58,199,21,166.77
Apollo Diamond Suites,2019-01-20,70,254,42,170.33
Apollo Towers,2019-01-20,71,268,50,136.53
Alletra Diamond Grand Hotel,2019-01-21,37,146,15,134.88
ProLiant Towers,2019-01-21,31,114,16,121.1
Aruba Luxury Lodge,2019-01-21,60,255,49,161.65
InfoSight Boutique Hotel,2019-01-21,30,68,5,124.81
Primera Grand,2019-01-21,47,175,23,138.9
dHCI Executive Boutique Hotel,2019-01-21,42,142,21,150.0
ProLiant Haven,2019-01-21,34,103,5,91.11
Apollo Executive Beach Resort,2019-01-21,43,204,12,164.49
Aruba Lodge,2019-01-21,53,128,12,151.27
Alletra Haven,2019-01-21,36,128,13,93.03
dHCI Platinum Beach Resort,2019-01-21,53,216,21,134.83
GreenLake Platinum Heritage Inn,2019-01-21,55,227,12,142.74
Pointnext Signature Residences & Suites,2019-01-21,33,133,9,147.94
ProLiant Place,2019-01-21,37,131,17,111.49
Synergy Golden Grand Hotel,2019-01-21,43,209,17,127.83
Alletra Resort,2019-01-21,35,89,13,112.69
GreenLake Digital Business Suites,2019-01-21,53,203,16,165.77
Apollo Resort & Spa,2019-01-21,42,84,6,115.38
Nimble Inn,2019-01-21,52,230,13,112.58
Ezmeral Grand Hotel,2019-01-21,57,205,21,129.47
Alletra Boutique Hotel,2019-01-21,33,91,16,117.83
Simplivity Golden Plaza Hotel,2019-01-21,50,147,15,139.25
Cray Villas,2019-01-21,33,100,17,123.75
Apollo Diamond Suites,2019-01-21,56,225,38,208.89
Apollo Towers,2019-01-21,48,108,7,109.31
Alletra Diamond Grand Hotel,2019-01-22,39,91,9,100.03
ProLiant Towers,2019-01-22,42,136,9,124.23
Aruba Luxury Lodge,2019-01-22,35,121,15,149.34
InfoSight Boutique Hotel,2019-01-22,59,294,39,166.78
Primera Grand,2019-01-22,34,87,15,126.12
dHCI Executive Boutique Hotel,2019-01-22,57,175,9,122.56
ProLiant Haven,2019-01-22,56,176,23,179.14
Apollo Executive Beach Resort,2019-01-22,43,174,19,165.23
Aruba Lodge,2019-01-22,45,112,15,166.63
Alletra Haven,2019-01-22,37,106,9,126.78
dHCI Platinum Beach Resort,2019-01-22,35,151,20,139.08
GreenLake Platinum Heritage Inn,2019-01-22,45,164,10,105.28
Pointnext Signature Residences & Suites,2019-01-22,54,195,38,162.54
ProLiant Place,2019-01-22,54,114,17,163.01
Synergy Golden Grand Hotel,2019-01-22,43,99,17,157.62
Alletra Resort,2019-01-22,39,180,9,109.5
GreenLake Digital Business Suites,2019-01-22,57,253,29,220.31
Apollo Resort & Spa,2019-01-22,54,239,19,183.66
Nimble Inn,2019-01-22,52,158,24,167.81
Ezmeral Grand Hotel,2019-01-22,35,134,22,141.95
Alletra Boutique Hotel,2019-01-22,55,119,12,135.92
Simplivity Golden Plaza Hotel,2019-01-22,47,117,23,124.51
Cray Villas,2019-01-22,48,134,23,192.61
Apollo Diamond Suites,2019-01-22,51,226,15,177.51
Apollo Towers,2019-01-22,43,204,40,167.57
Alletra Diamond Grand Hotel,2019-01-23,34,139,9,93.94
ProLiant Towers,2019-01-23,40,179,29,144.1
Aruba Luxury Lodge,2019-01-23,45,109,15,151.5
InfoSight Boutique Hotel,2019-01-23,42,140,20,165.93
Primera Grand,2019-01-23,32,102,16,126.46
dHCI Executive Boutique Hotel,2019-01-23,58,180,34,145.97
ProLiant Haven,2019-01-23,30,138,24,85.59
Apollo Executive Beach Resort,2019-01-23,44,171,26,168.81
Aruba Lodge,2019-01-23,55,198,16,152.26
Alletra Haven,2019-01-23,36,125,12,106.42
dHCI Platinum Beach Resort,2019-01-23,47,175,23,142.62
GreenLake Platinum Heritage Inn,2019-01-23,40,187,30,93.68
Pointnext Signature Residences & Suites,2019-01-23,50,217,25,112.42
ProLiant Place,2019-01-23,57,141,16,220.07
Synergy Golden Grand Hotel,2019-01-23,43,112,17,104.34
Alletra Resort,2019-01-23,50,145,26,187.66
GreenLake Digital Business Suites,2019-01-23,32,126,11,105.8
Apollo Resort & Spa,2019-01-23,58,228,13,180.57
Nimble Inn,2019-01-23,53,217,18,172.48
Ezmeral Grand Hotel,2019-01-23,52,118,9,110.11
Alletra Boutique Hotel,2019-01-23,48,128,19,98.89
Simplivity Golden Plaza Hotel,2019-01-23,52,157,10,191.48
Cray Villas,2019-01-23,52,124,7,141.84
Apollo Diamond Suites,2019-01-23,53,234,15,141.96
Apollo Towers,2019-01-23,39,94,15,147.75
Alletra Diamond Grand Hotel,2019-01-24,34,133,20,88.65
ProLiant Towers,2019-01-24,48,97,14,140.25
Aruba Luxury Lodge,2019-01-24,53,139,22,200.51
InfoSight Boutique Hotel,2019-01-24,49,198,35,107.5
Primera Grand,2019-01-24,33,79,5,131.18
dHCI Executive Boutique Hotel,2019-01-24,41,200,19,102.47
ProLiant Haven,2019-01-24,38,149,12,133.68
Apollo Executive Beach Resort,2019-01-24,53,202,33,176.19
Aruba Lodge,2019-01-24,57,258,46,130.42
Alletra Haven,2019-01-24,49,172,27,127.96
dHCI Platinum Beach Resort,2019-01-24,31,134,22,95.84
GreenLake Platinum Heritage Inn,2019-01-24,42,98,12,141.89
Pointnext Signature Residences & Suites,2019-01-24,46,214,11,129.22
ProLiant Place,2019-01-24,40,95,17,135.47
Synergy Golden Grand Hotel,2019-01-24,41,149,11,129.62
Alletra Resort,2019-01-24,54,119,16,105.49
GreenLake Digital Business Suites,2019-01-24,36,76,4,142.83
Apollo Resort & Spa,2019-01-24,46,131,20,166.57
Nimble Inn,2019-01-24,43,176,10,139.14
Ezmeral Grand Hotel,2019-01-24,49,120,7,106.74
Alletra Boutique Hotel,2019-01-24,59,153,26,172.29
Simplivity Golden Plaza Hotel,2019-01-24,42,157,25,146.59
Cray Villas,2019-01-24,50,109,16,173.0
Apollo Diamond Suites,2019-01-24,57,154,13,212.41
Apollo Towers,2019-01-24,33,110,15,103.41
Alletra Diamond Grand Hotel,2019-01-25,53,210,16,104.34
ProLiant Towers,2019-01-25,34,139,10,148.81
Aruba Luxury Lodge,2019-01-25,46,163,28,119.85
InfoSight Boutique Hotel,2019-01-25,41,97,16,113.04
Primera Grand,2019-01-25,58,136,25,146.86
dHCI Executive Boutique Hotel,2019-01-25,43,121,7,154.26
ProLiant Haven,2019-01-25,48,186,23,147.04
Apollo Executive Beach Resort,2019-01-25,31,108,14,103.8
Aruba Lodge,2019-01-25,38,164,30,139.23
Alletra Haven,2019-01-25,33,88,11,85.91
dHCI Platinum Beach Resort,2019-01-25,57,116,6,148.49
GreenLake Platinum Heritage Inn,2019-01-25,59,144,27,210.18
Pointnext Signature Residences & Suites,2019-01-25,47,207,32,158.64
ProLiant Place,2019-01-25,37,109,12,140.3
Synergy Golden Grand Hotel,2019-01-25,38,170,23,97.07
Alletra Resort,2019-01-25,51,239,18,183.04
GreenLake Digital Business Suites,2019-01-25,31,150,9,109.84
Apollo Resort & Spa,2019-01-25,39,168,16,95.74
Nimble Inn,2019-01-25,44,89,7,143.61
Ezmeral Grand Hotel,2019-01-25,39,164,14,117.73
Alletra Boutique Hotel,2019-01-25,45,224,37,160.92
Simplivity Golden Plaza Hotel,2019-01-25,47,201,17,97.6
Cray Villas,2019-01-25,43,89,11,147.69
Apollo Diamond Suites,2019-01-25,52,240,46,102.15
Apollo Towers,2019-01-25,51,159,25,132.37
Alletra Diamond Grand Hotel,2019-01-26,49,242,27,193.2
ProLiant Towers,2019-01-26,43,98,18,170.17
Aruba Luxury Lodge,2019-01-26,57,233,24,218.1
InfoSight Boutique Hotel,2019-01-26,46,105,7,171.44
Primera Grand,2019-01-26,46,170,19,184.71
dHCI Executive Boutique Hotel,2019-01-26,46,128,12,169.68
ProLiant Haven,2019-01-26,62,183,16,121.26
Apollo Executive Beach Resort,2019-01-26,43,186,25,106.37
Aruba Lodge,2019-01-26,47,159,17,147.38
Alletra Haven,2019-01-26,68,228,27,233.94
dHCI Platinum Beach Resort,2019-01-26,39,172,16,143.97
GreenLake Platinum Heritage Inn,2019-01-26,54,142,25,120.02
Pointnext Signature Residences & Suites,2019-01-26,60,294,32,115.87
ProLiant Place,2019-01-26,48,214,16,189.4
Synergy Golden Grand Hotel,2019-01-26,69,253,33,132.07
Alletra Resort,2019-01-26,40,94,5,152.48
GreenLake Digital Business Suites,2019-01-26,44,114,12,154.39
Apollo Resort & Spa,2019-01-26,75,168,23,262.61
Nimble Inn,2019-01-26,37,184,14,134.8
Ezmeral Grand Hotel,2019-01-26,62,141,24,212.3
Alletra Boutique Hotel,2019-01-26,38,183,10,158.23
Simplivity Golden Plaza Hotel,2019-01-26,54,188,20,150.08
Cray Villas,2019-01-26,49,231,21,142.71
Apollo Diamond Suites,2019-01-26,39,149,21,139.49
Apollo Towers,2019-01-26,56,260,31,115.82
Alletra Diamond Grand Hotel,2019-01-27,49,159,23,177.13
ProLiant Towers,2019-01-27,52,259,34,104.03
Aruba Luxury Lodge,2019-01-27,52,178,29,137.78
InfoSight Boutique Hotel,2019-01-27,61,180,16,114.18
Primera Grand,2019-01-27,57,119,20,139.03
dHCI Executive Boutique Hotel,2019-01-27,67,240,39,250.95
ProLiant Haven,2019-01-27,41,112,9,134.76
Apollo Executive Beach Resort,2019-01-27,60,257,49,179.08
Aruba Lodge,2019-01-27,66,202,35,227.57
Alletra Haven,2019-01-27,43,162,27,153.0
dHCI Platinum Beach Resort,2019-01-27,73,152,23,261.34
GreenLake Platinum Heritage Inn,2019-01-27,55,202,15,213.68
Pointnext Signature Residences & Suites,2019-01-27,70,253,19,125.31
ProLiant Place,2019-01-27,39,148,7,126.28
Synergy Golden Grand Hotel,2019-01-27,54,140,9,181.43
Alletra Resort,2019-01-27,69,150,10,216.25
GreenLake Digital Business Suites,2019-01-27,40,181,32,166.84
Apollo Resort & Spa,2019-01-27,56,178,11,139.8
Nimble Inn,2019-01-27,41,172,19,143.42
Ezmeral Grand Hotel,2019-01-27,60,177,27,177.44
Alletra Boutique Hotel,2019-01-27,72,313,26,206.81
Simplivity Golden Plaza Hotel,2019-01-27,46,134,20,107.72
Cray Villas,2019-01-27,58,281,54,153.43
Apollo Diamond Suites,2019-01-27,68,142,19,243.26
Apollo Towers,2019-01-27,74,197,26,262.63
Alletra Diamond Grand Hotel,2019-01-28,34,101,6,107.58
ProLiant Towers,2019-01-28,40,100,18,97.1
Aruba Luxury Lodge,2019-01-28,52,208,33,136.92
InfoSight Boutique Hotel,2019-01-28,30,83,7,84.07
Primera Grand,2019-01-28,38,165,26,91.66
dHCI Executive Boutique Hotel,2019-01-28,44,184,35,171.84
ProLiant Haven,2019-01-28,45,209,21,128.78
Apollo Executive Beach Resort,2019-01-28,56,192,34,178.91
Aruba Lodge,2019-01-28,51,136,16,182.52
Alletra Haven,2019-01-28,31,89,8,140.0
dHCI Platinum Beach Resort,2019-01-28,32,96,17,92.3
GreenLake Platinum Heritage Inn,2019-01-28,32,116,21,87.96
Pointnext Signature Residences & Suites,2019-01-28,49,242,44,168.04
ProLiant Place,2019-01-28,43,207,15,169.52
Synergy Golden Grand Hotel,2019-01-28,35,75,7,153.21
Alletra Resort,2019-01-28,43,175,27,155.78
GreenLake Digital Business Suites,2019-01-28,38,151,14,95.29
Apollo Resort & Spa,2019-01-28,42,156,27,104.9
Nimble Inn,2019-01-28,41,82,5,158.56
Ezmeral Grand Hotel,2019-01-28,50,190,15,102.57
Alletra Boutique Hotel,2019-01-28,35,137,26,118.15
Simplivity Golden Plaza Hotel,2019-01-28,33,96,10,115.28
Cray Villas,2019-01-28,51,142,20,140.53
Apollo Diamond Suites,2019-01-28,41,190,20,127.55
Apollo Towers,2019-01-28,38,126,11,151.62
Alletra Diamond Grand Hotel,2019-01-29,48,104,16,162.08
ProLiant Towers,2019-01-29,32,128,21,108.5
Aruba Luxury Lodge,2019-01-29,54,203,27,194.81
InfoSight Boutique Hotel,2019-01-29,56,199,38,182.95
Primera Grand,2019-01-29,59,202,36,165.2
dHCI Executive Boutique Hotel,2019-01-29,32,101,17,84.22
ProLiant Haven,2019-01-29,48,225,38,163.04
Apollo Executive Beach Resort,2019-01-29,49,119,22,143.01
Aruba Lodge,2019-01-29,60,297,58,207.02
Alletra Haven,2019-01-29,34,72,4,130.45
dHCI Platinum Beach Resort,2019-01-29,36,179,25,146.06
GreenLake Platinum Heritage Inn,2019-01-29,38,112,17,149.36
Pointnext Signature Residences & Suites,2019-01-29,32,101,11,102.87
ProLiant Place,2019-01-29,38,135,25,88.94
Synergy Golden Grand Hotel,2019-01-29,52,201,25,145.64
Alletra Resort,2019-01-29,43,105,14,143.11
GreenLake Digital Business Suites,2019-01-29,60,289,54,177.52
Apollo Resort & Spa,2019-01-29,33,143,25,141.09
Nimble Inn,2019-01-29,58,187,20,164.33
Ezmeral Grand Hotel,2019-01-29,49,167,12,138.49
Alletra Boutique Hotel,2019-01-29,49,187,28,102.8
Simplivity Golden Plaza Hotel,2019-01-29,58,268,41,113.72
Cray Villas,2019-01-29,45,214,39,96.82
Apollo Diamond Suites,2019-01-29,56,245,23,200.4
Apollo Towers,2019-01-29,57,233,15,206.05
Alletra Diamond Grand Hotel,2019-01-30,34,98,15,136.63
ProLiant Towers,2019-01-30,40,112,12,141.64
Aruba Luxury Lodge,2019-01-30,36,119,22,115.32
InfoSight Boutique Hotel,2019-01-30,45,192,34,168.89
Primera Grand,2019-01-30,46,201,12,161.28
dHCI Executive Boutique Hotel,2019-01-30,42,101,17,165.86
ProLiant Haven,2019-01-30,30,75,13,92.04
Apollo Executive Beach Resort,2019-01-30,31,85,10,137.92
Aruba Lodge,2019-01-30,52,135,14,150.28
Alletra Haven,2019-01-30,42,164,11,94.57
dHCI Platinum Beach Resort,2019-01-30,41,142,16,169.76
GreenLake Platinum Heritage Inn,2019-01-30,45,169,17,109.72
Pointnext Signature Residences & Suites,2019-01-30,58,161,28,118.49
ProLiant Place,2019-01-30,30,94,6,114.34
Synergy Golden Grand Hotel,2019-01-30,60,158,13,137.01
Alletra Resort,2019-01-30,36,101,11,87.44
GreenLake Digital Business Suites,2019-01-30,54,264,40,155.2
Apollo Resort & Spa,2019-01-30,34,134,18,84.58
Nimble Inn,2019-01-30,38,145,27,142.17
Ezmeral Grand Hotel,2019-01-30,52,204,23,141.15
Alletra Boutique Hotel,2019-01-30,41,138,11,115.78
Simplivity Golden Plaza Hotel,2019-01-30,46,205,22,105.41
Cray Villas,2019-01-30,46,229,44,173.22
Apollo Diamond Suites,2019-01-30,47,185,26,125.06
Apollo Towers,2019-01-30,33,113,11,101.25
Alletra Diamond Grand Hotel,2019-01-31,40,183,16,146.89
ProLiant Towers,2019-01-31,58,229,17,168.01
Aruba Luxury Lodge,2019-01-31,37,173,29,146.37
InfoSight Boutique Hotel,2019-01-31,49,157,15,112.71
Primera Grand,2019-01-31,30,118,23,95.57
dHCI Executive Boutique Hotel,2019-01-31,43,138,22,143.14
ProLiant Haven,2019-01-31,48,213,21,166.48
Apollo Executive Beach Resort,2019-01-31,51,183,30,193.47
Aruba Lodge,2019-01-31,51,156,14,118.34
Alletra Haven,2019-01-31,51,236,18,110.96
dHCI Platinum Beach Resort,2019-01-31,34,143,22,122.01
GreenLake Platinum Heritage Inn,2019-01-31,59,150,22,148.6
Pointnext Signature Residences & Suites,2019-01-31,32,85,7,137.77
ProLiant Place,2019-01-31,43,187,18,115.41
Synergy Golden Grand Hotel,2019-01-31,39,132,8,93.19
Alletra Resort,2019-01-31,50,187,35,107.12
GreenLake Digital Business Suites,2019-01-31,58,149,10,186.96
Apollo Resort & Spa,2019-01-31,46,133,7,174.59
Nimble Inn,2019-01-31,34,169,17,151.13
Ezmeral Grand Hotel,2019-01-31,58,273,32,144.7
Alletra Boutique Hotel,2019-01-31,52,132,8,136.59
Simplivity Golden Plaza Hotel,2019-01-31,35,102,5,116.64
Cray Villas,2019-01-31,36,154,11,141.04
Apollo Diamond Suites,2019-01-31,45,196,32,106.65
Apollo Towers,2019-01-31,43,167,18,176.02
Alletra Diamond Grand Hotel,2019-02-01,42,84,10,153.38
ProLiant Towers,2019-02-01,60,122,11,209.99
Aruba Luxury Lodge,2019-02-01,36,73,3,138.82
InfoSight Boutique Hotel,2019-02-01,37,150,15,96.54
Primera Grand,2019-02-01,42,147,14,97.48
dHCI Executive Boutique Hotel,2019-02-01,31,89,8,126.13
ProLiant Haven,2019-02-01,49,175,20,166.3
Apollo Executive Beach Resort,2019-02-01,34,102,18,108.43
Aruba Lodge,2019-02-01,36,89,16,144.46
Alletra Haven,2019-02-01,30,80,12,87.87
dHCI Platinum Beach Resort,2019-02-01,53,109,13,116.06
GreenLake Platinum Heritage Inn,2019-02-01,52,205,11,193.16
Pointnext Signature Residences & Suites,2019-02-01,38,163,23,133.14
ProLiant Place,2019-02-01,31,123,18,82.22
Synergy Golden Grand Hotel,2019-02-01,52,122,14,114.85
Alletra Resort,2019-02-01,38,130,9,140.83
GreenLake Digital Business Suites,2019-02-01,50,101,11,110.1
Apollo Resort & Spa,2019-02-01,46,129,18,108.62
Nimble Inn,2019-02-01,56,262,33,175.18
Ezmeral Grand Hotel,2019-02-01,39,91,6,104.49
Alletra Boutique Hotel,2019-02-01,36,156,27,156.06
Simplivity Golden Plaza Hotel,2019-02-01,41,168,15,94.23
Cray Villas,2019-02-01,45,212,32,138.26
Apollo Diamond Suites,2019-02-01,37,74,11,154.11
Apollo Towers,2019-02-01,56,208,25,212.34
Alletra Diamond Grand Hotel,2019-02-02,67,149,23,238.24
ProLiant Towers,2019-02-02,58,195,38,138.64
Aruba Luxury Lodge,2019-02-02,37,164,29,150.07
InfoSight Boutique Hotel,2019-02-02,56,164,26,116.64
Primera Grand,2019-02-02,59,119,8,185.37
dHCI Executive Boutique Hotel,2019-02-02,50,234,45,126.83
ProLiant Haven,2019-02-02,59,183,18,122.43
Apollo Executive Beach Resort,2019-02-02,54,152,16,195.87
Aruba Lodge,2019-02-02,66,260,44,130.92
Alletra Haven,2019-02-02,57,281,49,118.82
dHCI Platinum Beach Resort,2019-02-02,73,251,33,186.97
GreenLake Platinum Heritage Inn,2019-02-02,60,260,36,213.51
Pointnext Signature Residences & Suites,2019-02-02,65,224,27,230.39
ProLiant Place,2019-02-02,49,107,15,100.21
Synergy Golden Grand Hotel,2019-02-02,72,257,41,226.22
Alletra Resort,2019-02-02,52,240,30,173.58
GreenLake Digital Business Suites,2019-02-02,55,181,28,158.01
Apollo Resort & Spa,2019-02-02,66,258,18,225.09
Nimble Inn,2019-02-02,72,155,22,144.6
Ezmeral Grand Hotel,2019-02-02,69,314,56,129.33
Alletra Boutique Hotel,2019-02-02,55,149,29,110.54
Simplivity Golden Plaza Hotel,2019-02-02,50,196,21,123.5
Cray Villas,2019-02-02,56,246,28,201.94
Apollo Diamond Suites,2019-02-02,54,127,15,174.56
Apollo Towers,2019-02-02,44,142,18,94.01
Alletra Diamond Grand Hotel,2019-02-03,46,224,32,177.89
ProLiant Towers,2019-02-03,55,218,25,142.49
Aruba Luxury Lodge,2019-02-03,61,271,47,151.5
InfoSight Boutique Hotel,2019-02-03,68,258,40,167.41
Primera Grand,2019-02-03,50,114,16,100.22
dHCI Executive Boutique Hotel,2019-02-03,56,274,25,164.46
ProLiant Haven,2019-02-03,58,123,9,124.29
Apollo Executive Beach Resort,2019-02-03,63,146,20,136.63
Aruba Lodge,2019-02-03,70,185,32,146.68
Alletra Haven,2019-02-03,46,196,11,154.26
dHCI Platinum Beach Resort,2019-02-03,65,154,28,174.46
GreenLake Platinum Heritage Inn,2019-02-03,61,146,18,175.7
Pointnext Signature Residences & Suites,2019-02-03,44,211,37,136.5
ProLiant Place,2019-02-03,53,215,16,189.42
Synergy Golden Grand Hotel,2019-02-03,44,174,24,122.32
Alletra Resort,2019-02-03,69,224,31,214.57
GreenLake Digital Business Suites,2019-02-03,46,146,14,123.06
Apollo Resort & Spa,2019-02-03,62,149,20,221.92
Nimble Inn,2019-02-03,55,249,32,139.53
Ezmeral Grand Hotel,2019-02-03,66,257,20,198.39
Alletra Boutique Hotel,2019-02-03,54,163,24,209.98
Simplivity Golden Plaza Hotel,2019-02-03,57,200,30,143.75
Cray Villas,2019-02-03,43,158,21,174.07
Apollo Diamond Suites,2019-02-03,63,253,46,180.27
Apollo Towers,2019-02-03,69,305,39,122.49
Alletra Diamond Grand Hotel,2019-02-04,34,73,4,102.15
ProLiant Towers,2019-02-04,55,136,12,132.56
Aruba Luxury Lodge,2019-02-04,56,122,20,128.85
InfoSight Boutique Hotel,2019-02-04,47,98,16,106.63
Primera Grand,2019-02-04,57,229,30,132.57
dHCI Executive Boutique Hotel,2019-02-04,50,184,15,178.43
ProLiant Haven,2019-02-04,55,224,34,110.17
Apollo Executive Beach Resort,2019-02-04,42,132,25,173.97
Aruba Lodge,2019-02-04,40,195,11,149.49
Alletra Haven,2019-02-04,36,139,23,148.65
dHCI Platinum Beach Resort,2019-02-04,56,149,21,185.47
GreenLake Platinum Heritage Inn,2019-02-04,41,174,22,140.48
Pointnext Signature Residences & Suites,2019-02-04,54,225,17,152.47
ProLiant Place,2019-02-04,51,113,21,175.98
Synergy Golden Grand Hotel,2019-02-04,33,103,11,119.74
Alletra Resort,2019-02-04,34,84,14,84.38
GreenLake Digital Business Suites,2019-02-04,44,181,13,107.53
Apollo Resort & Spa,2019-02-04,40,151,25,140.03
Nimble Inn,2019-02-04,56,223,27,170.14
Ezmeral Grand Hotel,2019-02-04,41,90,14,134.08
Alletra Boutique Hotel,2019-02-04,60,153,9,170.62
Simplivity Golden Plaza Hotel,2019-02-04,43,156,17,123.05
Cray Villas,2019-02-04,58,153,15,149.85
Apollo Diamond Suites,2019-02-04,36,174,24,120.19
Apollo Towers,2019-02-04,47,210,41,97.83
Alletra Diamond Grand Hotel,2019-02-05,51,154,13,166.51
ProLiant Towers,2019-02-05,59,227,44,189.54
Aruba Luxury Lodge,2019-02-05,40,125,21,99.07
InfoSight Boutique Hotel,2019-02-05,38,137,12,157.26
Primera Grand,2019-02-05,56,241,30,162.98
dHCI Executive Boutique Hotel,2019-02-05,45,95,17,112.33
ProLiant Haven,2019-02-05,46,103,6,185.39
Apollo Executive Beach Resort,2019-02-05,54,195,9,111.07
Aruba Lodge,2019-02-05,51,198,16,170.91
Alletra Haven,2019-02-05,56,129,16,184.71
dHCI Platinum Beach Resort,2019-02-05,53,229,33,202.61
GreenLake Platinum Heritage Inn,2019-02-05,53,215,11,178.99
Pointnext Signature Residences & Suites,2019-02-05,31,70,4,130.24
ProLiant Place,2019-02-05,47,103,17,182.63
Synergy Golden Grand Hotel,2019-02-05,43,136,19,130.24
Alletra Resort,2019-02-05,30,95,6,80.35
GreenLake Digital Business Suites,2019-02-05,53,204,33,165.07
Apollo Resort & Spa,2019-02-05,52,236,24,154.3
Nimble Inn,2019-02-05,39,170,16,95.75
Ezmeral Grand Hotel,2019-02-05,54,258,27,192.79
Alletra Boutique Hotel,2019-02-05,30,102,13,88.18
Simplivity Golden Plaza Hotel,2019-02-05,42,184,32,116.78
Cray Villas,2019-02-05,50,121,18,191.42
Apollo Diamond Suites,2019-02-05,55,253,37,210.31
Apollo Towers,2019-02-05,30,109,14,87.39
Alletra Diamond Grand Hotel,2019-02-06,30,111,12,112.85
ProLiant Towers,2019-02-06,32,93,15,139.83
Aruba Luxury Lodge,2019-02-06,41,108,20,160.82
InfoSight Boutique Hotel,2019-02-06,34,84,6,140.76
Primera Grand,2019-02-06,36,84,12,126.85
dHCI Executive Boutique Hotel,2019-02-06,31,141,26,142.65
ProLiant Haven,2019-02-06,44,173,10,153.11
Apollo Executive Beach Resort,2019-02-06,38,87,13,125.03
Aruba Lodge,2019-02-06,40,122,18,108.76
Alletra Haven,2019-02-06,39,150,27,113.79
