hotel_nombre,consumo_energia_kwh,residuos_generados_kg,porcentaje_reciclaje,uso_agua_m3,fecha,tasa_ocupacion,reservas_confirmadas,cancelaciones,precio_promedio_noche
Primera Grand,1132,1614,70.9,3330,2019-01-14,47,134,14,139.33
dHCI Executive Boutique Hotel,1532,1355,88.9,3269,2019-01-14,47,133,26,160.96
ProLiant Haven,1058,1611,61.6,4384,2019-01-14,33,78,5,107.63
Apollo Executive Beach Resort,1739,1481,77.7,4256,2019-01-14,40,146,15,101.54
Aruba Lodge,1036,1627,92.7,4762,2019-01-14,49,172,21,103.44
Alletra Haven,3408,1104,70.5,3983,2019-01-14,34,140,23,119.31
dHCI Platinum Beach Resort,3288,1458,86.5,3236,2019-01-14,34,129,16,106.3
GreenLake Platinum Heritage Inn,2713,1486,63.7,4362,2019-01-14,49,144,15,159.42
Pointnext Signature Residences & Suites,2944,1806,87.1,3130,2019-01-14,56,162,16,198.77
ProLiant Place,3923,1180,84.6,3297,2019-01-14,47,163,21,141.64
Synergy Golden Grand Hotel,1444,1352,75.8,4457,2019-01-14,30,93,14,138.79
Alletra Resort,2252,1642,84.7,3388,2019-01-14,48,140,25,181.72
GreenLake Digital Business Suites,1202,1872,57.8,4726,2019-01-14,50,103,12,196.71
Apollo Resort & Spa,3549,1005,87.7,4052,2019-01-14,55,270,36,130.03
Nimble Inn,1057,1900,61.8,3273,2019-01-14,31,116,8,120.0
Ezmeral Grand Hotel,1042,1249,70.7,3740,2019-01-14,49,211,22,179.52
Alletra Boutique Hotel,2976,1069,65.9,3976,2019-01-14,37,77,14,95.13
Simplivity Golden Plaza Hotel,1047,1406,55.7,3884,2019-01-14,30,99,11,104.78
Cray Villas,3696,1300,84.8,3527,2019-01-14,36,116,19,152.28
Apollo Diamond Suites,2564,1516,57.9,3958,2019-01-14,57,259,41,187.46
Apollo Towers,2514,1255,73.1,3861,2019-01-14,46,120,11,156.92
Alletra Diamond Grand Hotel,1477,1619,60.9,3778,2019-01-15,46,144,27,138.29
ProLiant Towers,1976,1713,84.0,4595,2019-01-15,47,142,14,169.57
Aruba Luxury Lodge,3347,1519,59.0,3906,2019-01-15,53,214,36,131.02
InfoSight Boutique Hotel,3803,1233,61.4,3440,2019-01-15,45,115,10,145.23
Primera Grand,1233,1800,55.3,4720,2019-01-15,37,178,35,144.07
dHCI Executive Boutique Hotel,2317,1716,82.0,3158,2019-01-15,52,136,21,134.97
ProLiant Haven,1609,1484,89.5,3215,2019-01-15,41,150,28,150.18
Apollo Executive Beach Resort,1705,1831,78.1,3962,2019-01-15,39,92,13,118.62
Aruba Lodge,3745,1831,71.7,4596,2019-01-15,42,187,36,159.59
Alletra Haven,2974,1337,90.2,3630,2019-01-15,39,82,15,95.16
dHCI Platinum Beach Resort,2917,1247,81.6,4866,2019-01-15,59,196,17,165.53
GreenLake Platinum Heritage Inn,1249,1316,84.3,4306,2019-01-15,36,161,14,126.47
Pointnext Signature Residences & Suites,1111,1475,77.8,4565,2019-01-15,38,91,12,132.6
ProLiant Place,3500,1105,58.5,4704,2019-01-15,37,79,14,103.7
Synergy Golden Grand Hotel,1532,1465,55.4,4451,2019-01-15,37,79,8,140.08
Alletra Resort,2766,1717,59.4,4723,2019-01-15,33,133,9,146.66
GreenLake Digital Business Suites,1913,1411,80.8,3394,2019-01-15,59,145,21,212.92
Apollo Resort & Spa,3005,1511,80.8,4049,2019-01-15,45,154,12,181.75
Nimble Inn,1922,1352,70.9,3755,2019-01-15,40,114,6,151.5
Ezmeral Grand Hotel,3916,1155,60.5,3348,2019-01-15,50,186,24,172.31
Alletra Boutique Hotel,3906,1845,51.2,4925,2019-01-15,59,124,23,158.31
Simplivity Golden Plaza Hotel,1446,1272,72.9,3079,2019-01-15,56,141,26,217.68
Cray Villas,1696,1128,81.6,4065,2019-01-15,42,183,14,154.92
Apollo Diamond Suites,3612,1372,80.9,3994,2019-01-15,57,272,49,108.06
Apollo Towers,2507,1563,62.2,3635,2019-01-15,48,182,34,130.16
Alletra Diamond Grand Hotel,1679,1729,82.8,4529,2019-01-16,44,218,28,137.46
ProLiant Towers,3207,1757,53.5,4589,2019-01-16,60,144,18,142.74
Aruba Luxury Lodge,1615,1337,85.5,4091,2019-01-16,55,128,9,155.48
InfoSight Boutique Hotel,3574,1701,86.9,4113,2019-01-16,38,157,8,113.62
Primera Grand,3318,1351,94.4,4001,2019-01-16,39,144,23,102.69
dHCI Executive Boutique Hotel,3841,1708,62.5,4413,2019-01-16,57,223,24,155.76
ProLiant Haven,2922,1500,58.3,3183,2019-01-16,40,90,13,104.78
Apollo Executive Beach Resort,2146,1917,59.6,4827,2019-01-16,34,116,22,84.46
Aruba Lodge,1319,1114,88.6,3620,2019-01-16,42,113,18,172.14
Alletra Haven,2221,1986,89.4,4726,2019-01-16,39,146,19,109.4
dHCI Platinum Beach Resort,1370,1804,81.0,4732,2019-01-16,41,167,9,100.69
GreenLake Platinum Heritage Inn,2962,1816,72.8,3656,2019-01-16,39,96,14,161.0
Pointnext Signature Residences & Suites,2240,1187,66.1,4402,2019-01-16,58,238,23,121.62
ProLiant Place,3869,1188,71.2,3885,2019-01-16,59,284,29,135.06
Synergy Golden Grand Hotel,2656,1702,89.0,4326,2019-01-16,60,144,10,199.73
Alletra Resort,3484,1452,76.5,3065,2019-01-16,49,152,23,188.45
GreenLake Digital Business Suites,2180,1086,92.3,4475,2019-01-16,54,195,29,127.59
Apollo Resort & Spa,3339,1293,73.9,3453,2019-01-16,37,149,20,145.27
Nimble Inn,3405,1268,55.7,4968,2019-01-16,46,153,23,103.19
Ezmeral Grand Hotel,3648,1993,75.3,3758,2019-01-16,48,112,19,184.68
Alletra Boutique Hotel,1487,1402,74.4,4532,2019-01-16,36,133,9,109.62
Simplivity Golden Plaza Hotel,1238,1397,61.6,4535,2019-01-16,46,152,23,161.96
Cray Villas,1892,1159,51.6,4133,2019-01-16,45,102,12,167.78
Apollo Diamond Suites,1326,1178,55.0,3083,2019-01-16,44,105,11,143.62
Apollo Towers,1900,1759,80.0,4597,2019-01-16,47,159,27,164.99
Alletra Diamond Grand Hotel,2391,1064,89.9,3672,2019-01-17,42,116,5,110.3
ProLiant Towers,1125,1728,54.4,3163,2019-01-17,32,68,6,86.08
Aruba Luxury Lodge,1840,1801,83.5,3128,2019-01-17,31,148,8,138.89
InfoSight Boutique Hotel,2083,1827,90.0,4925,2019-01-17,31,88,6,89.4
Primera Grand,3508,1101,79.4,4505,2019-01-17,50,246,36,142.04
dHCI Executive Boutique Hotel,2787,1184,60.9,3116,2019-01-17,58,182,32,213.19
ProLiant Haven,2012,1163,89.8,4752,2019-01-17,42,94,18,165.46
Apollo Executive Beach Resort,2401,1395,75.8,3159,2019-01-17,34,134,13,96.14
Aruba Lodge,1716,1951,61.2,4557,2019-01-17,47,149,10,189.0
Alletra Haven,3919,1831,78.7,3894,2019-01-17,56,112,5,139.42
dHCI Platinum Beach Resort,3970,1120,66.2,3577,2019-01-17,51,212,24,139.69
GreenLake Platinum Heritage Inn,1076,1194,66.4,4230,2019-01-17,37,101,10,107.4
Pointnext Signature Residences & Suites,2977,1291,63.7,3093,2019-01-17,59,272,44,112.8
ProLiant Place,2581,1235,78.6,3272,2019-01-17,51,166,27,191.14
Synergy Golden Grand Hotel,3209,1934,80.5,4081,2019-01-17,30,81,4,115.64
Alletra Resort,2678,1141,86.3,3189,2019-01-17,44,166,25,98.28
GreenLake Digital Business Suites,2171,1094,83.0,4605,2019-01-17,53,113,13,160.21
Apollo Resort & Spa,3529,1154,57.7,4291,2019-01-17,54,247,14,158.42
Nimble Inn,1594,1896,93.8,4304,2019-01-17,39,105,19,133.94
Ezmeral Grand Hotel,2559,1320,70.4,3559,2019-01-17,48,182,27,128.78
Alletra Boutique Hotel,3793,1812,82.3,4997,2019-01-17,39,180,35,129.66
Simplivity Golden Plaza Hotel,2938,1187,68.4,3906,2019-01-17,43,124,7,174.57
Cray Villas,1828,1543,67.5,3485,2019-01-17,58,243,18,186.74
Apollo Diamond Suites,2294,1948,88.2,3307,2019-01-17,47,163,31,185.51
Apollo Towers,2284,1558,71.4,4286,2019-01-17,51,160,20,172.02
Alletra Diamond Grand Hotel,2743,1173,74.2,4329,2019-01-18,43,105,11,157.88
ProLiant Towers,1775,1380,64.8,3068,2019-01-18,45,122,10,172.18
Aruba Luxury Lodge,3592,1101,92.3,4282,2019-01-18,34,150,28,122.24
InfoSight Boutique Hotel,1347,1964,71.7,3026,2019-01-18,60,194,25,156.61
Primera Grand,2839,1613,62.3,3433,2019-01-18,38,99,14,158.09
dHCI Executive Boutique Hotel,1458,1054,57.4,3903,2019-01-18,57,177,23,201.55
ProLiant Haven,2236,1615,87.7,4934,2019-01-18,31,86,12,118.38
Apollo Executive Beach Resort,1217,1733,68.5,4042,2019-01-18,57,126,21,173.98
Aruba Lodge,2803,1956,54.1,4608,2019-01-18,51,187,22,189.69
Alletra Haven,2458,1126,80.7,4338,2019-01-18,40,116,21,106.94
dHCI Platinum Beach Resort,2515,1044,78.2,3434,2019-01-18,36,175,11,157.97
GreenLake Platinum Heritage Inn,3894,1582,90.0,3201,2019-01-18,45,213,32,158.34
Pointnext Signature Residences & Suites,1012,1155,79.0,3195,2019-01-18,42,199,26,157.14
ProLiant Place,3293,1655,92.9,4316,2019-01-18,42,142,20,117.91
Synergy Golden Grand Hotel,2935,1962,93.3,4082,2019-01-18,41,145,18,99.09
Alletra Resort,3340,1191,52.2,4114,2019-01-18,53,180,31,199.92
GreenLake Digital Business Suites,1285,1761,90.7,4766,2019-01-18,41,120,6,161.85
Apollo Resort & Spa,2025,1284,86.6,4653,2019-01-18,53,129,11,202.08
Nimble Inn,3099,1503,73.8,4656,2019-01-18,48,199,18,116.83
Ezmeral Grand Hotel,3318,1891,78.8,3030,2019-01-18,37,116,20,123.95
Alletra Boutique Hotel,2265,1040,70.7,4289,2019-01-18,50,241,24,176.34
Simplivity Golden Plaza Hotel,2822,1287,61.0,4338,2019-01-18,45,220,32,139.15
Cray Villas,3510,1223,90.6,3522,2019-01-18,35,146,15,94.8
Apollo Diamond Suites,2613,1690,80.0,4191,2019-01-18,47,162,30,147.96
Apollo Towers,2055,1132,75.0,4311,2019-01-18,50,243,31,183.91
Alletra Diamond Grand Hotel,2553,1872,92.0,4921,2019-01-19,47,100,5,109.92
ProLiant Towers,3082,1635,54.8,4480,2019-01-19,58,127,9,133.37
Aruba Luxury Lodge,2531,1189,52.5,3822,2019-01-19,54,117,17,204.86
InfoSight Boutique Hotel,1778,1465,77.3,3305,2019-01-19,71,282,14,196.57
Primera Grand,3937,1264,78.3,3900,2019-01-19,48,98,15,149.43
dHCI Executive Boutique Hotel,2764,1825,75.9,3048,2019-01-19,44,154,23,131.89
ProLiant Haven,3130,1028,77.2,3981,2019-01-19,67,155,9,136.95
Apollo Executive Beach Resort,2410,1966,79.1,4608,2019-01-19,50,178,30,126.73
Aruba Lodge,2489,1659,54.4,3085,2019-01-19,48,149,16,152.24
Alletra Haven,1352,1943,65.9,4560,2019-01-19,60,173,30,119.67
dHCI Platinum Beach Resort,3591,1417,60.7,3025,2019-01-19,72,308,19,176.61
GreenLake Platinum Heritage Inn,2601,1822,93.8,3059,2019-01-19,59,127,6,129.22
Pointnext Signature Residences & Suites,2817,1596,53.2,4588,2019-01-19,56,220,21,215.46
ProLiant Place,3860,1383,90.6,3942,2019-01-19,46,218,18,178.92
Synergy Golden Grand Hotel,3279,1104,74.6,3516,2019-01-19,66,226,12,125.81
Alletra Resort,2018,1850,57.5,3963,2019-01-19,68,319,42,122.47
GreenLake Digital Business Suites,1675,1653,70.4,4048,2019-01-19,69,141,11,138.9
Apollo Resort & Spa,3372,1975,86.1,3671,2019-01-19,67,320,30,192.57
Nimble Inn,1996,1637,51.8,4947,2019-01-19,59,237,31,154.29
Ezmeral Grand Hotel,1168,1306,69.3,4565,2019-01-19,60,262,40,119.41
Alletra Boutique Hotel,3674,1282,88.8,4734,2019-01-19,63,136,15,218.67
Simplivity Golden Plaza Hotel,2299,1453,69.9,3513,2019-01-19,54,232,44,146.84
Cray Villas,2478,1281,64.8,4247,2019-01-19,64,133,12,241.05
Apollo Diamond Suites,3459,1157,85.4,3962,2019-01-19,53,162,30,148.78
Apollo Towers,3369,1693,93.9,4746,2019-01-19,65,258,16,195.42
Alletra Diamond Grand Hotel,3057,1635,81.3,4633,2019-01-20,63,260,16,132.43
ProLiant Towers,1208,1670,80.1,4498,2019-01-20,67,165,17,165.33
Aruba Luxury Lodge,3108,1762,69.2,3145,2019-01-20,37,178,20,143.34
InfoSight Boutique Hotel,3161,1391,82.0,4574,2019-01-20,40,90,10,134.56
Primera Grand,2639,1755,61.3,3795,2019-01-20,57,131,8,170.18
dHCI Executive Boutique Hotel,2148,1771,79.2,4109,2019-01-20,63,274,49,114.55
ProLiant Haven,1970,1526,77.8,3692,2019-01-20,54,234,37,164.43
Apollo Executive Beach Resort,2453,1918,50.3,4347,2019-01-20,51,181,27,118.29
Aruba Lodge,1278,1543,59.5,4231,2019-01-20,47,131,9,112.72
Alletra Haven,3701,1817,78.3,3530,2019-01-20,49,142,23,134.39
dHCI Platinum Beach Resort,2120,1758,53.9,3415,2019-01-20,68,283,35,201.87
GreenLake Platinum Heritage Inn,1416,1458,90.6,3991,2019-01-20,50,120,6,139.57
Pointnext Signature Residences & Suites,3680,1155,60.0,3721,2019-01-20,70,219,39,181.63
ProLiant Place,3769,1495,94.2,3765,2019-01-20,58,285,20,145.2
Synergy Golden Grand Hotel,2722,1971,60.3,3172,2019-01-20,68,233,17,172.16
Alletra Resort,1137,1015,64.8,3192,2019-01-20,49,206,29,193.84
GreenLake Digital Business Suites,3463,1472,65.3,4638,2019-01-20,63,187,17,212.02
Apollo Resort & Spa,2219,1404,88.4,4485,2019-01-20,47,225,17,190.74
Nimble Inn,1165,1041,54.8,4025,2019-01-20,50,215,11,172.72
Ezmeral Grand Hotel,2663,1798,72.9,3822,2019-01-20,68,225,21,212.23
Alletra Boutique Hotel,2474,1350,75.5,3623,2019-01-20,67,269,19,157.58
Simplivity Golden Plaza Hotel,2511,1528,66.6,3481,2019-01-20,53,130,14,142.96
Cray Villas,2206,1754,71.0,4222,2019-01-20,58,199,21,166.77
Apollo Diamond Suites,2645,1769,56.2,3559,2019-01-20,70,254,42,170.33
Apollo Towers,3128,1396,66.7,4813,2019-01-20,71,268,50,136.53
Alletra Diamond Grand Hotel,1635,1697,78.5,3424,2019-01-21,37,146,15,134.88
ProLiant Towers,2235,1425,64.5,4595,2019-01-21,31,114,16,121.1
Aruba Luxury Lodge,3126,1137,67.0,4670,2019-01-21,60,255,49,161.65
InfoSight Boutique Hotel,3549,1113,68.2,4017,2019-01-21,30,68,5,124.81
Primera Grand,3184,1767,81.3,4998,2019-01-21,47,175,23,138.9
dHCI Executive Boutique Hotel,2856,1150,89.7,3957,2019-01-21,42,142,21,150.0
ProLiant Haven,1600,1467,68.6,3187,2019-01-21,34,103,5,91.11
Apollo Executive Beach Resort,3683,1130,71.8,3503,2019-01-21,43,204,12,164.49
Aruba Lodge,1051,1177,79.1,3333,2019-01-21,53,128,12,151.27
Alletra Haven,2497,1077,73.6,3440,2019-01-21,36,128,13,93.03
dHCI Platinum Beach Resort,3473,1072,89.5,4970,2019-01-21,53,216,21,134.83
GreenLake Platinum Heritage Inn,3894,1851,61.6,4077,2019-01-21,55,227,12,142.74
Pointnext Signature Residences & Suites,2913,1151,78.1,3812,2019-01-21,33,133,9,147.94
ProLiant Place,1104,1861,70.6,4437,2019-01-21,37,131,17,111.49
Synergy Golden Grand Hotel,1069,1561,65.4,3003,2019-01-21,43,209,17,127.83
Alletra Resort,1795,1685,76.8,4323,2019-01-21,35,89,13,112.69
GreenLake Digital Business Suites,2416,1431,72.4,3876,2019-01-21,53,203,16,165.77
Apollo Resort & Spa,2223,1928,83.0,3571,2019-01-21,42,84,6,115.38
Nimble Inn,3983,1941,73.1,3308,2019-01-21,52,230,13,112.58
Ezmeral Grand Hotel,1915,1547,51.7,4912,2019-01-21,57,205,21,129.47
Alletra Boutique Hotel,3694,1866,50.2,3611,2019-01-21,33,91,16,117.83
Simplivity Golden Plaza Hotel,1398,1636,90.3,4453,2019-01-21,50,147,15,139.25
Cray Villas,2442,1727,72.8,3253,2019-01-21,33,100,17,123.75
Apollo Diamond Suites,1465,1419,81.3,4169,2019-01-21,56,225,38,208.89
Apollo Towers,3926,1108,89.6,4436,2019-01-21,48,108,7,109.31
Alletra Diamond Grand Hotel,1948,1842,70.6,4694,2019-01-22,39,91,9,100.03
ProLiant Towers,3257,1738,80.7,3368,2019-01-22,42,136,9,124.23
Aruba Luxury Lodge,2666,1709,52.8,4672,2019-01-22,35,121,15,149.34
InfoSight Boutique Hotel,2696,1269,70.6,3748,2019-01-22,59,294,39,166.78
Primera Grand,1113,1484,83.4,4641,2019-01-22,34,87,15,126.12
dHCI Executive Boutique Hotel,1976,1426,89.8,4359,2019-01-22,57,175,9,122.56
ProLiant Haven,3822,1653,64.3,4664,2019-01-22,56,176,23,179.14
Apollo Executive Beach Resort,2077,1763,84.7,4141,2019-01-22,43,174,19,165.23
Aruba Lodge,3073,1636,83.7,3004,2019-01-22,45,112,15,166.63
Alletra Haven,3450,1743,71.9,3624,2019-01-22,37,106,9,126.78
dHCI Platinum Beach Resort,2334,1621,53.1,3281,2019-01-22,35,151,20,139.08
GreenLake Platinum Heritage Inn,2981,1668,72.8,3974,2019-01-22,45,164,10,105.28
Pointnext Signature Residences & Suites,3133,1135,93.9,4640,2019-01-22,54,195,38,162.54
ProLiant Place,2489,1213,72.1,4754,2019-01-22,54,114,17,163.01
Synergy Golden Grand Hotel,3381,1496,62.4,3803,2019-01-22,43,99,17,157.62
Alletra Resort,2513,1599,50.9,3524,2019-01-22,39,180,9,109.5
GreenLake Digital Business Suites,2402,1577,91.3,4377,2019-01-22,57,253,29,220.31
Apollo Resort & Spa,3009,1741,65.7,4077,2019-01-22,54,239,19,183.66
Nimble Inn,1583,1694,54.6,3986,2019-01-22,52,158,24,167.81
Ezmeral Grand Hotel,2711,1286,50.3,4593,2019-01-22,35,134,22,141.95
Alletra Boutique Hotel,3893,1969,63.2,4387,2019-01-22,55,119,12,135.92
Simplivity Golden Plaza Hotel,2810,1534,77.7,4389,2019-01-22,47,117,23,124.51
Cray Villas,1503,1521,79.9,4919,2019-01-22,48,134,23,192.61
Apollo Diamond Suites,1158,1069,63.4,3913,2019-01-22,51,226,15,177.51
Apollo Towers,1993,1451,90.2,3319,2019-01-22,43,204,40,167.57
Alletra Diamond Grand Hotel,3699,1408,91.2,3583,2019-01-23,34,139,9,93.94
ProLiant Towers,1562,1954,84.1,4562,2019-01-23,40,179,29,144.1
Aruba Luxury Lodge,2387,1066,50.9,4407,2019-01-23,45,109,15,151.5
InfoSight Boutique Hotel,2015,1252,55.8,4972,2019-01-23,42,140,20,165.93
Primera Grand,1870,1026,90.4,3834,2019-01-23,32,102,16,126.46
dHCI Executive Boutique Hotel,1297,1731,62.1,3328,2019-01-23,58,180,34,145.97
ProLiant Haven,1245,1389,61.4,4166,2019-01-23,30,138,24,85.59
Apollo Executive Beach Resort,2628,1640,89.3,4098,2019-01-23,44,171,26,168.81
Aruba Lodge,1719,1268,78.7,3747,2019-01-23,55,198,16,152.26
Alletra Haven,2774,1387,91.9,3683,2019-01-23,36,125,12,106.42
dHCI Platinum Beach Resort,3724,1728,86.9,3475,2019-01-23,47,175,23,142.62
GreenLake Platinum Heritage Inn,3729,1930,87.5,3686,2019-01-23,40,187,30,93.68
Pointnext Signature Residences & Suites,1062,1915,60.9,4846,2019-01-23,50,217,25,112.42
ProLiant Place,3073,1208,79.9,3892,2019-01-23,57,141,16,220.07
Synergy Golden Grand Hotel,2001,1234,80.5,3677,2019-01-23,43,112,17,104.34
Alletra Resort,1282,1329,81.8,4349,2019-01-23,50,145,26,187.66
GreenLake Digital Business Suites,1928,1538,76.1,3010,2019-01-23,32,126,11,105.8
Apollo Resort & Spa,1401,1871,61.1,3526,2019-01-23,58,228,13,180.57
Nimble Inn,2760,1456,89.8,3315,2019-01-23,53,217,18,172.48
Ezmeral Grand Hotel,1008,1231,79.9,4127,2019-01-23,52,118,9,110.11
Alletra Boutique Hotel,3896,1271,86.5,4216,2019-01-23,48,128,19,98.89
Simplivity Golden Plaza Hotel,2686,1832,88.7,3629,2019-01-23,52,157,10,191.48
Cray Villas,2235,1108,80.7,4272,2019-01-23,52,124,7,141.84
Apollo Diamond Suites,3006,1565,67.1,4488,2019-01-23,53,234,15,141.96
Apollo Towers,3397,1384,62.4,3932,2019-01-23,39,94,15,147.75
Alletra Diamond Grand Hotel,1933,1049,89.6,4223,2019-01-24,34,133,20,88.65
ProLiant Towers,1451,1818,58.2,4270,2019-01-24,48,97,14,140.25
Aruba Luxury Lodge,3494,1936,58.7,3121,2019-01-24,53,139,22,200.51
InfoSight Boutique Hotel,3864,1261,64.2,4488,2019-01-24,49,198,35,107.5
Primera Grand,2024,1910,67.0,4426,2019-01-24,33,79,5,131.18
dHCI Executive Boutique Hotel,1115,1059,77.5,3254,2019-01-24,41,200,19,102.47
ProLiant Haven,1163,1346,89.8,3522,2019-01-24,38,149,12,133.68
Apollo Executive Beach Resort,1993,1225,69.0,3002,2019-01-24,53,202,33,176.19
Aruba Lodge,2643,1437,84.0,3114,2019-01-24,57,258,46,130.42
Alletra Haven,3247,1698,72.0,3019,2019-01-24,49,172,27,127.96
dHCI Platinum Beach Resort,3919,1310,53.2,4627,2019-01-24,31,134,22,95.84
GreenLake Platinum Heritage Inn,1123,1906,83.7,4358,2019-01-24,42,98,12,141.89
Pointnext Signature Residences & Suites,3024,1909,67.8,4705,2019-01-24,46,214,11,129.22
ProLiant Place,2975,1228,91.9,3577,2019-01-24,40,95,17,135.47
Synergy Golden Grand Hotel,2975,1464,61.3,3837,2019-01-24,41,149,11,129.62
Alletra Resort,1623,1659,57.6,4161,2019-01-24,54,119,16,105.49
GreenLake Digital Business Suites,3300,1476,51.8,4187,2019-01-24,36,76,4,142.83
Apollo Resort & Spa,1924,1964,73.7,4913,2019-01-24,46,131,20,166.57
Nimble Inn,3682,1144,84.3,3965,2019-01-24,43,176,10,139.14
Ezmeral Grand Hotel,3559,1866,70.3,3990,2019-01-24,49,120,7,106.74
Alletra Boutique Hotel,3225,1637,88.1,3946,2019-01-24,59,153,26,172.29
Simplivity Golden Plaza Hotel,3864,1302,67.2,4573,2019-01-24,42,157,25,146.59
Cray Villas,3184,1996,81.4,4598,2019-01-24,50,109,16,173.0
Apollo Diamond Suites,3613,1017,50.3,4650,2019-01-24,57,154,13,212.41
Apollo Towers,3779,1910,90.5,3708,2019-01-24,33,110,15,103.41
Alletra Diamond Grand Hotel,2050,1769,86.6,3914,2019-01-25,53,210,16,104.34
ProLiant Towers,2936,1232,83.7,4637,2019-01-25,34,139,10,148.81
Aruba Luxury Lodge,1810,1611,72.1,3388,2019-01-25,46,163,28,119.85
InfoSight Boutique Hotel,3805,1027,68.5,3698,2019-01-25,41,97,16,113.04
Primera Grand,1523,1681,73.7,3940,2019-01-25,58,136,25,146.86
dHCI Executive Boutique Hotel,1012,1163,84.4,4429,2019-01-25,43,121,7,154.26
ProLiant Haven,3769,1401,93.8,3568,2019-01-25,48,186,23,147.04
Apollo Executive Beach Resort,1959,1849,92.0,4843,2019-01-25,31,108,14,103.8
Aruba Lodge,1731,1897,64.0,4291,2019-01-25,38,164,30,139.23
Alletra Haven,2322,1651,74.8,3380,2019-01-25,33,88,11,85.91
dHCI Platinum Beach Resort,2726,1582,64.8,4447,2019-01-25,57,116,6,148.49
GreenLake Platinum Heritage Inn,1465,1793,81.5,3949,2019-01-25,59,144,27,210.18
Pointnext Signature Residences & Suites,1298,1530,56.8,3545,2019-01-25,47,207,32,158.64
ProLiant Place,1583,1473,75.8,4352,2019-01-25,37,109,12,140.3
Synergy Golden Grand Hotel,2551,1610,94.5,4483,2019-01-25,38,170,23,97.07
Alletra Resort,1417,1148,66.3,3212,2019-01-25,51,239,18,183.04
GreenLake Digital Business Suites,2062,1521,58.1,4256,2019-01-25,31,150,9,109.84
Apollo Resort & Spa,1068,1044,60.0,4025,2019-01-25,39,168,16,95.74
Nimble Inn,2734,1418,91.5,3616,2019-01-25,44,89,7,143.61
Ezmeral Grand Hotel,2474,1058,60.9,3335,2019-01-25,39,164,14,117.73
Alletra Boutique Hotel,1952,1085,87.5,4168,2019-01-25,45,224,37,160.92
Simplivity Golden Plaza Hotel,1015,1760,74.5,4644,2019-01-25,47,201,17,97.6
Cray Villas,1671,1477,79.6,3225,2019-01-25,43,89,11,147.69
Apollo Diamond Suites,1375,1510,55.3,4707,2019-01-25,52,240,46,102.15
Apollo Towers,3386,1122,72.4,3053,2019-01-25,51,159,25,132.37
Alletra Diamond Grand Hotel,2256,1459,65.2,4972,2019-01-26,49,242,27,193.2
ProLiant Towers,3583,1251,61.9,4520,2019-01-26,43,98,18,170.17
Aruba Luxury Lodge,1860,1336,91.7,3646,2019-01-26,57,233,24,218.1
InfoSight Boutique Hotel,3407,1439,66.0,3642,2019-01-26,46,105,7,171.44
Primera Grand,3460,1130,58.3,3539,2019-01-26,46,170,19,184.71
dHCI Executive Boutique Hotel,1207,1955,77.6,3513,2019-01-26,46,128,12,169.68
ProLiant Haven,1192,1699,77.8,3852,2019-01-26,62,183,16,121.26
Apollo Executive Beach Resort,2994,1373,65.1,3577,2019-01-26,43,186,25,106.37
Aruba Lodge,3767,1568,51.4,3238,2019-01-26,47,159,17,147.38
Alletra Haven,1561,1033,62.4,3831,2019-01-26,68,228,27,233.94
dHCI Platinum Beach Resort,1813,1864,81.6,4133,2019-01-26,39,172,16,143.97
GreenLake Platinum Heritage Inn,2900,1537,87.5,4045,2019-01-26,54,142,25,120.02
Pointnext Signature Residences & Suites,2296,1744,60.5,3476,2019-01-26,60,294,32,115.87
ProLiant Place,3143,1423,74.8,3341,2019-01-26,48,214,16,189.4
Synergy Golden Grand Hotel,2994,1690,87.4,3344,2019-01-26,69,253,33,132.07
Alletra Resort,1565,1501,62.5,3762,2019-01-26,40,94,5,152.48
GreenLake Digital Business Suites,1029,1932,82.7,3758,2019-01-26,44,114,12,154.39
Apollo Resort & Spa,3292,1308,76.7,3761,2019-01-26,75,168,23,262.61
Nimble Inn,1447,1292,93.4,3953,2019-01-26,37,184,14,134.8
Ezmeral Grand Hotel,3028,1439,72.8,3020,2019-01-26,62,141,24,212.3
Alletra Boutique Hotel,3122,1156,79.4,4490,2019-01-26,38,183,10,158.23
Simplivity Golden Plaza Hotel,1455,1665,72.7,3505,2019-01-26,54,188,20,150.08
