hotel_nombre,consumo_energia_kwh,residuos_generados_kg,porcentaje_reciclaje,uso_agua_m3,fecha
Alletra Haven,2458,1126,80.7,4338,2019-01-18
dHCI Platinum Beach Resort,2515,1044,78.2,3434,2019-01-18
GreenLake Platinum Heritage Inn,3894,1582,90.0,3201,2019-01-18
Pointnext Signature Residences & Suites,1012,1155,79.0,3195,2019-01-18
ProLiant Place,3293,1655,92.9,4316,2019-01-18
Synergy Golden Grand Hotel,2935,1962,93.3,4082,2019-01-18
Alletra Resort,3340,1191,52.2,4114,2019-01-18
GreenLake Digital Business Suites,1285,1761,90.7,4766,2019-01-18
Apollo Resort & Spa,2025,1284,86.6,4653,2019-01-18
Nimble Inn,3099,1503,73.8,4656,2019-01-18
Ezmeral Grand Hotel,3318,1891,78.8,3030,2019-01-18
Alletra Boutique Hotel,2265,1040,70.7,4289,2019-01-18
Simplivity Golden Plaza Hotel,2822,1287,61.0,4338,2019-01-18
Cray Villas,3510,1223,90.6,3522,2019-01-18
Apollo Diamond Suites,2613,1690,80.0,4191,2019-01-18
Apollo Towers,2055,1132,75.0,4311,2019-01-18
Alletra Diamond Grand Hotel,2553,1872,92.0,4921,2019-01-19
ProLiant Towers,3082,1635,54.8,4480,2019-01-19
Aruba Luxury Lodge,2531,1189,52.5,3822,2019-01-19
InfoSight Boutique Hotel,1778,1465,77.3,3305,2019-01-19
Primera Grand,3937,1264,78.3,3900,2019-01-19
dHCI Executive Boutique Hotel,2764,1825,75.9,3048,2019-01-19
ProLiant Haven,3130,1028,77.2,3981,2019-01-19
Apollo Executive Beach Resort,2410,1966,79.1,4608,2019-01-19
Aruba Lodge,2489,1659,54.4,3085,2019-01-19
Alletra Haven,1352,1943,65.9,4560,2019-01-19
dHCI Platinum Beach Resort,3591,1417,60.7,3025,2019-01-19
GreenLake Platinum Heritage Inn,2601,1822,93.8,3059,2019-01-19
Pointnext Signature Residences & Suites,2817,1596,53.2,4588,2019-01-19
ProLiant Place,3860,1383,90.6,3942,2019-01-19
Synergy Golden Grand Hotel,3279,1104,74.6,3516,2019-01-19
Alletra Resort,2018,1850,57.5,3963,2019-01-19
GreenLake Digital Business Suites,1675,1653,70.4,4048,2019-01-19
Apollo Resort & Spa,3372,1975,86.1,3671,2019-01-19
Nimble Inn,1996,1637,51.8,4947,2019-01-19
Ezmeral Grand Hotel,1168,1306,69.3,4565,2019-01-19
Alletra Boutique Hotel,3674,1282,88.8,4734,2019-01-19
Simplivity Golden Plaza Hotel,2299,1453,69.9,3513,2019-01-19
Cray Villas,2478,1281,64.8,4247,2019-01-19
Apollo Diamond Suites,3459,1157,85.4,3962,2019-01-19
Apollo Towers,3369,1693,93.9,4746,2019-01-19
Alletra Diamond Grand Hotel,3057,1635,81.3,4633,2019-01-20
ProLiant Towers,1208,1670,80.1,4498,2019-01-20
Aruba Luxury Lodge,3108,1762,69.2,3145,2019-01-20
InfoSight Boutique Hotel,3161,1391,82.0,4574,2019-01-20
Primera Grand,2639,1755,61.3,3795,2019-01-20
dHCI Executive Boutique Hotel,2148,1771,79.2,4109,2019-01-20
ProLiant Haven,1970,1526,77.8,3692,2019-01-20
Apollo Executive Beach Resort,2453,1918,50.3,4347,2019-01-20
Aruba Lodge,1278,1543,59.5,4231,2019-01-20
Alletra Haven,3701,1817,78.3,3530,2019-01-20
dHCI Platinum Beach Resort,2120,1758,53.9,3415,2019-01-20
GreenLake Platinum Heritage Inn,1416,1458,90.6,3991,2019-01-20
Pointnext Signature Residences & Suites,3680,1155,60.0,3721,2019-01-20
ProLiant Place,3769,1495,94.2,3765,2019-01-20
Synergy Golden Grand Hotel,2722,1971,60.3,3172,2019-01-20
Alletra Resort,1137,1015,64.8,3192,2019-01-20
GreenLake Digital Business Suites,3463,1472,65.3,4638,2019-01-20
Apollo Resort & Spa,2219,1404,88.4,4485,2019-01-20
Nimble Inn,1165,1041,54.8,4025,2019-01-20
Ezmeral Grand Hotel,2663,1798,72.9,3822,2019-01-20
Alletra Boutique Hotel,2474,1350,75.5,3623,2019-01-20
Simplivity Golden Plaza Hotel,2511,1528,66.6,3481,2019-01-20
Cray Villas,2206,1754,71.0,4222,2019-01-20
Apollo Diamond Suites,2645,1769,56.2,3559,2019-01-20
Apollo Towers,3128,1396,66.7,4813,2019-01-20
Alletra Diamond Grand Hotel,1635,1697,78.5,3424,2019-01-21
ProLiant Towers,2235,1425,64.5,4595,2019-01-21
Aruba Luxury Lodge,3126,1137,67.0,4670,2019-01-21
InfoSight Boutique Hotel,3549,1113,68.2,4017,2019-01-21
Primera Grand,3184,1767,81.3,4998,2019-01-21
dHCI Executive Boutique Hotel,2856,1150,89.7,3957,2019-01-21
ProLiant Haven,1600,1467,68.6,3187,2019-01-21
Apollo Executive Beach Resort,3683,1130,71.8,3503,2019-01-21
Aruba Lodge,1051,1177,79.1,3333,2019-01-21
Alletra Haven,2497,1077,73.6,3440,2019-01-21
dHCI Platinum Beach Resort,3473,1072,89.5,4970,2019-01-21
GreenLake Platinum Heritage Inn,3894,1851,61.6,4077,2019-01-21
Pointnext Signature Residences & Suites,2913,1151,78.1,3812,2019-01-21
ProLiant Place,1104,1861,70.6,4437,2019-01-21
Synergy Golden Grand Hotel,1069,1561,65.4,3003,2019-01-21
Alletra Resort,1795,1685,76.8,4323,2019-01-21
GreenLake Digital Business Suites,2416,1431,72.4,3876,2019-01-21
Apollo Resort & Spa,2223,1928,83.0,3571,2019-01-21
Nimble Inn,3983,1941,73.1,3308,2019-01-21
Ezmeral Grand Hotel,1915,1547,51.7,4912,2019-01-21
Alletra Boutique Hotel,3694,1866,50.2,3611,2019-01-21
Simplivity Golden Plaza Hotel,1398,1636,90.3,4453,2019-01-21
Cray Villas,2442,1727,72.8,3253,2019-01-21
Apollo Diamond Suites,1465,1419,81.3,4169,2019-01-21
Apollo Towers,3926,1108,89.6,4436,2019-01-21
Alletra Diamond Grand Hotel,1948,1842,70.6,4694,2019-01-22
ProLiant Towers,3257,1738,80.7,3368,2019-01-22
Aruba Luxury Lodge,2666,1709,52.8,4672,2019-01-22
InfoSight Boutique Hotel,2696,1269,70.6,3748,2019-01-22
Primera Grand,1113,1484,83.4,4641,2019-01-22
dHCI Executive Boutique Hotel,1976,1426,89.8,4359,2019-01-22
ProLiant Haven,3822,1653,64.3,4664,2019-01-22
Apollo Executive Beach Resort,2077,1763,84.7,4141,2019-01-22
Aruba Lodge,3073,1636,83.7,3004,2019-01-22
Alletra Haven,3450,1743,71.9,3624,2019-01-22
dHCI Platinum Beach Resort,2334,1621,53.1,3281,2019-01-22
GreenLake Platinum Heritage Inn,2981,1668,72.8,3974,2019-01-22
Pointnext Signature Residences & Suites,3133,1135,93.9,4640,2019-01-22
ProLiant Place,2489,1213,72.1,4754,2019-01-22
Synergy Golden Grand Hotel,3381,1496,62.4,3803,2019-01-22
Alletra Resort,2513,1599,50.9,3524,2019-01-22
GreenLake Digital Business Suites,2402,1577,91.3,4377,2019-01-22
Apollo Resort & Spa,3009,1741,65.7,4077,2019-01-22
Nimble Inn,1583,1694,54.6,3986,2019-01-22
Ezmeral Grand Hotel,2711,1286,50.3,4593,2019-01-22
Alletra Boutique Hotel,3893,1969,63.2,4387,2019-01-22
Simplivity Golden Plaza Hotel,2810,1534,77.7,4389,2019-01-22
Cray Villas,1503,1521,79.9,4919,2019-01-22
Apollo Diamond Suites,1158,1069,63.4,3913,2019-01-22
Apollo Towers,1993,1451,90.2,3319,2019-01-22
Alletra Diamond Grand Hotel,3699,1408,91.2,3583,2019-01-23
ProLiant Towers,1562,1954,84.1,4562,2019-01-23
Aruba Luxury Lodge,2387,1066,50.9,4407,2019-01-23
InfoSight Boutique Hotel,2015,1252,55.8,4972,2019-01-23
Primera Grand,1870,1026,90.4,3834,2019-01-23
dHCI Executive Boutique Hotel,1297,1731,62.1,3328,2019-01-23
ProLiant Haven,1245,1389,61.4,4166,2019-01-23
Apollo Executive Beach Resort,2628,1640,89.3,4098,2019-01-23
Aruba Lodge,1719,1268,78.7,3747,2019-01-23
Alletra Haven,2774,1387,91.9,3683,2019-01-23
dHCI Platinum Beach Resort,3724,1728,86.9,3475,2019-01-23
GreenLake Platinum Heritage Inn,3729,1930,87.5,3686,2019-01-23
Pointnext Signature Residences & Suites,1062,1915,60.9,4846,2019-01-23
ProLiant Place,3073,1208,79.9,3892,2019-01-23
Synergy Golden Grand Hotel,2001,1234,80.5,3677,2019-01-23
Alletra Resort,1282,1329,81.8,4349,2019-01-23
GreenLake Digital Business Suites,1928,1538,76.1,3010,2019-01-23
Apollo Resort & Spa,1401,1871,61.1,3526,2019-01-23
Nimble Inn,2760,1456,89.8,3315,2019-01-23
Ezmeral Grand Hotel,1008,1231,79.9,4127,2019-01-23
Alletra Boutique Hotel,3896,1271,86.5,4216,2019-01-23
Simplivity Golden Plaza Hotel,2686,1832,88.7,3629,2019-01-23
Cray Villas,2235,1108,80.7,4272,2019-01-23
Apollo Diamond Suites,3006,1565,67.1,4488,2019-01-23
Apollo Towers,3397,1384,62.4,3932,2019-01-23
Alletra Diamond Grand Hotel,1933,1049,89.6,4223,2019-01-24
ProLiant Towers,1451,1818,58.2,4270,2019-01-24
Aruba Luxury Lodge,3494,1936,58.7,3121,2019-01-24
InfoSight Boutique Hotel,3864,1261,64.2,4488,2019-01-24
Primera Grand,2024,1910,67.0,4426,2019-01-24
dHCI Executive Boutique Hotel,1115,1059,77.5,3254,2019-01-24
ProLiant Haven,1163,1346,89.8,3522,2019-01-24
Apollo Executive Beach Resort,1993,1225,69.0,3002,2019-01-24
Aruba Lodge,2643,1437,84.0,3114,2019-01-24
Alletra Haven,3247,1698,72.0,3019,2019-01-24
dHCI Platinum Beach Resort,3919,1310,53.2,4627,2019-01-24
GreenLake Platinum Heritage Inn,1123,1906,83.7,4358,2019-01-24
Pointnext Signature Residences & Suites,3024,1909,67.8,4705,2019-01-24
ProLiant Place,2975,1228,91.9,3577,2019-01-24
Synergy Golden Grand Hotel,2975,1464,61.3,3837,2019-01-24
Alletra Resort,1623,1659,57.6,4161,2019-01-24
GreenLake Digital Business Suites,3300,1476,51.8,4187,2019-01-24
Apollo Resort & Spa,1924,1964,73.7,4913,2019-01-24
Nimble Inn,3682,1144,84.3,3965,2019-01-24
Ezmeral Grand Hotel,3559,1866,70.3,3990,2019-01-24
Alletra Boutique Hotel,3225,1637,88.1,3946,2019-01-24
Simplivity Golden Plaza Hotel,3864,1302,67.2,4573,2019-01-24
Cray Villas,3184,1996,81.4,4598,2019-01-24
Apollo Diamond Suites,3613,1017,50.3,4650,2019-01-24
Apollo Towers,3779,1910,90.5,3708,2019-01-24
Alletra Diamond Grand Hotel,2050,1769,86.6,3914,2019-01-25
ProLiant Towers,2936,1232,83.7,4637,2019-01-25
Aruba Luxury Lodge,1810,1611,72.1,3388,2019-01-25
InfoSight Boutique Hotel,3805,1027,68.5,3698,2019-01-25
Primera Grand,1523,1681,73.7,3940,2019-01-25
dHCI Executive Boutique Hotel,1012,1163,84.4,4429,2019-01-25
ProLiant Haven,3769,1401,93.8,3568,2019-01-25
Apollo Executive Beach Resort,1959,1849,92.0,4843,2019-01-25
Aruba Lodge,1731,1897,64.0,4291,2019-01-25
Alletra Haven,2322,1651,74.8,3380,2019-01-25
dHCI Platinum Beach Resort,2726,1582,64.8,4447,2019-01-25
GreenLake Platinum Heritage Inn,1465,1793,81.5,3949,2019-01-25
Pointnext Signature Residences & Suites,1298,1530,56.8,3545,2019-01-25
ProLiant Place,1583,1473,75.8,4352,2019-01-25
Synergy Golden Grand Hotel,2551,1610,94.5,4483,2019-01-25
Alletra Resort,1417,1148,66.3,3212,2019-01-25
GreenLake Digital Business Suites,2062,1521,58.1,4256,2019-01-25
Apollo Resort & Spa,1068,1044,60.0,4025,2019-01-25
Nimble Inn,2734,1418,91.5,3616,2019-01-25
Ezmeral Grand Hotel,2474,1058,60.9,3335,2019-01-25
Alletra Boutique Hotel,1952,1085,87.5,4168,2019-01-25
Simplivity Golden Plaza Hotel,1015,1760,74.5,4644,2019-01-25
Cray Villas,1671,1477,79.6,3225,2019-01-25
Apollo Diamond Suites,1375,1510,55.3,4707,2019-01-25
Apollo Towers,3386,1122,72.4,3053,2019-01-25
Alletra Diamond Grand Hotel,2256,1459,65.2,4972,2019-01-26
ProLiant Towers,3583,1251,61.9,4520,2019-01-26
Aruba Luxury Lodge,1860,1336,91.7,3646,2019-01-26
InfoSight Boutique Hotel,3407,1439,66.0,3642,2019-01-26
Primera Grand,3460,1130,58.3,3539,2019-01-26
dHCI Executive Boutique Hotel,1207,1955,77.6,3513,2019-01-26
ProLiant Haven,1192,1699,77.8,3852,2019-01-26
Apollo Executive Beach Resort,2994,1373,65.1,3577,2019-01-26
Aruba Lodge,3767,1568,51.4,3238,2019-01-26
Alletra Haven,1561,1033,62.4,3831,2019-01-26
dHCI Platinum Beach Resort,1813,1864,81.6,4133,2019-01-26
GreenLake Platinum Heritage Inn,2900,1537,87.5,4045,2019-01-26
Pointnext Signature Residences & Suites,2296,1744,60.5,3476,2019-01-26
ProLiant Place,3143,1423,74.8,3341,2019-01-26
Synergy Golden Grand Hotel,2994,1690,87.4,3344,2019-01-26
Alletra Resort,1565,1501,62.5,3762,2019-01-26
GreenLake Digital Business Suites,1029,1932,82.7,3758,2019-01-26
Apollo Resort & Spa,3292,1308,76.7,3761,2019-01-26
Nimble Inn,1447,1292,93.4,3953,2019-01-26
Ezmeral Grand Hotel,3028,1439,72.8,3020,2019-01-26
Alletra Boutique Hotel,3122,1156,79.4,4490,2019-01-26
Simplivity Golden Plaza Hotel,1455,1665,72.7,3505,2019-01-26
Cray Villas,2739,1461,89.7,4616,2019-01-26
Apollo Diamond Suites,3737,1081,67.6,3225,2019-01-26
Apollo Towers,1126,1543,87.2,4582,2019-01-26
Alletra Diamond Grand Hotel,3610,1256,60.1,4319,2019-01-27
ProLiant Towers,1574,1757,59.7,4589,2019-01-27
Aruba Luxury Lodge,1573,1424,53.3,3176,2019-01-27
InfoSight Boutique Hotel,2032,1348,65.8,3579,2019-01-27
Primera Grand,3322,1491,59.4,4854,2019-01-27
dHCI Executive Boutique Hotel,2796,1258,77.5,4275,2019-01-27
ProLiant Haven,3198,1311,61.2,3385,2019-01-27
Apollo Executive Beach Resort,1803,1630,56.6,3902,2019-01-27
Aruba Lodge,1523,1920,62.6,3862,2019-01-27
Alletra Haven,2322,1402,58.9,4822,2019-01-27
dHCI Platinum Beach Resort,2288,1915,88.9,3412,2019-01-27
GreenLake Platinum Heritage Inn,2398,1011,93.9,4089,2019-01-27
Pointnext Signature Residences & Suites,3371,1496,90.3,4543,2019-01-27
ProLiant Place,2526,1405,75.9,4715,2019-01-27
Synergy Golden Grand Hotel,3088,1301,55.3,3736,2019-01-27
Alletra Resort,2299,1984,88.7,3404,2019-01-27
GreenLake Digital Business Suites,3361,1918,59.5,4530,2019-01-27
Apollo Resort & Spa,2071,1658,71.0,4817,2019-01-27
Nimble Inn,3696,1768,74.4,4027,2019-01-27
Ezmeral Grand Hotel,1224,1824,92.6,3340,2019-01-27
Alletra Boutique Hotel,3637,1546,57.8,3171,2019-01-27
Simplivity Golden Plaza Hotel,3934,1622,82.2,4044,2019-01-27
Cray Villas,3121,1146,63.0,4107,2019-01-27
Apollo Diamond Suites,1957,1657,68.9,4657,2019-01-27
Apollo Towers,1424,1723,76.3,4017,2019-01-27
Alletra Diamond Grand Hotel,2307,1977,70.0,4667,2019-01-28
ProLiant Towers,2307,1705,92.4,3309,2019-01-28
Aruba Luxury Lodge,2400,1691,77.3,3292,2019-01-28
InfoSight Boutique Hotel,1170,1875,78.3,3873,2019-01-28
Primera Grand,3501,1008,60.4,4315,2019-01-28
dHCI Executive Boutique Hotel,1682,1434,90.6,3145,2019-01-28
ProLiant Haven,2321,1258,51.1,4663,2019-01-28
Apollo Executive Beach Resort,3146,1833,51.4,3109,2019-01-28
Aruba Lodge,2376,1714,60.4,4174,2019-01-28
Alletra Haven,2298,1769,58.9,4508,2019-01-28
dHCI Platinum Beach Resort,3889,1400,68.9,4224,2019-01-28
GreenLake Platinum Heritage Inn,1004,1279,70.9,3771,2019-01-28
Pointnext Signature Residences & Suites,2659,1564,73.5,4317,2019-01-28
ProLiant Place,3517,1479,65.0,3185,2019-01-28
Synergy Golden Grand Hotel,1567,1807,54.8,4660,2019-01-28
Alletra Resort,1082,1252,93.5,4496,2019-01-28
GreenLake Digital Business Suites,3934,1717,59.6,4422,2019-01-28
Apollo Resort & Spa,2808,1260,61.6,4582,2019-01-28
Nimble Inn,1705,1038,54.5,3444,2019-01-28
Ezmeral Grand Hotel,3432,1080,52.8,4209,2019-01-28
Alletra Boutique Hotel,2296,1428,93.6,3495,2019-01-28
Simplivity Golden Plaza Hotel,3072,1478,69.6,4715,2019-01-28
Cray Villas,2201,1054,80.8,3366,2019-01-28
Apollo Diamond Suites,2118,1308,82.1,3394,2019-01-28
Apollo Towers,2769,1363,62.2,4634,2019-01-28
Alletra Diamond Grand Hotel,1672,1428,55.0,4020,2019-01-29
ProLiant Towers,2191,1311,84.7,3682,2019-01-29
Aruba Luxury Lodge,3310,1224,81.3,3577,2019-01-29
InfoSight Boutique Hotel,1696,1984,53.7,4680,2019-01-29
Primera Grand,2828,1724,88.5,3344,2019-01-29
dHCI Executive Boutique Hotel,3051,1808,77.7,3488,2019-01-29
ProLiant Haven,2720,1830,82.2,3736,2019-01-29
Apollo Executive Beach Resort,1204,1452,55.5,4085,2019-01-29
Aruba Lodge,3105,1632,77.0,3797,2019-01-29
Alletra Haven,3614,1570,58.8,3126,2019-01-29
dHCI Platinum Beach Resort,2223,1421,89.1,4819,2019-01-29
GreenLake Platinum Heritage Inn,3210,1884,81.3,3629,2019-01-29
Pointnext Signature Residences & Suites,1263,1757,67.5,4857,2019-01-29
ProLiant Place,3548,1009,72.3,4972,2019-01-29
Synergy Golden Grand Hotel,3802,1234,67.0,3495,2019-01-29
Alletra Resort,2248,1350,81.6,3197,2019-01-29
GreenLake Digital Business Suites,1527,1499,93.0,3969,2019-01-29
Apollo Resort & Spa,2830,1083,63.7,3622,2019-01-29
Nimble Inn,1222,1115,89.4,4696,2019-01-29
Ezmeral Grand Hotel,3911,1570,92.3,3813,2019-01-29
Alletra Boutique Hotel,3845,1824,50.3,3752,2019-01-29
Simplivity Golden Plaza Hotel,2403,1591,58.5,3159,2019-01-29
Cray Villas,1998,1929,83.1,4009,2019-01-29
Apollo Diamond Suites,2396,1867,63.5,4545,2019-01-29
Apollo Towers,2746,1211,73.1,4647,2019-01-29
Alletra Diamond Grand Hotel,3125,1845,92.2,3311,2019-01-30
ProLiant Towers,1657,1321,56.6,3178,2019-01-30
Aruba Luxury Lodge,3544,1701,63.9,3736,2019-01-30
InfoSight Boutique Hotel,1133,1259,93.8,4390,2019-01-30
Primera Grand,2527,1801,71.3,3760,2019-01-30
dHCI Executive Boutique Hotel,1683,1456,88.0,3535,2019-01-30
ProLiant Haven,1951,1663,72.3,3900,2019-01-30
Apollo Executive Beach Resort,3387,1181,68.4,3508,2019-01-30
Aruba Lodge,3113,1613,88.6,3529,2019-01-30
Alletra Haven,3171,1169,51.1,3678,2019-01-30
dHCI Platinum Beach Resort,2176,1034,84.0,4043,2019-01-30
GreenLake Platinum Heritage Inn,3463,1328,55.8,4845,2019-01-30
Pointnext Signature Residences & Suites,2528,1509,73.1,3289,2019-01-30
ProLiant Place,3846,1119,69.3,4073,2019-01-30
Synergy Golden Grand Hotel,2388,1605,68.1,3520,2019-01-30
Alletra Resort,3397,1036,86.4,3567,2019-01-30
GreenLake Digital Business Suites,3565,1802,58.0,4011,2019-01-30
Apollo Resort & Spa,2034,1417,62.4,3964,2019-01-30
Nimble Inn,1931,1247,73.4,3552,2019-01-30
Ezmeral Grand Hotel,3682,1663,84.2,3032,2019-01-30
Alletra Boutique Hotel,2748,1340,60.5,3139,2019-01-30
Simplivity Golden Plaza Hotel,1068,1828,55.5,3720,2019-01-30
Cray Villas,3198,1931,61.8,3091,2019-01-30
Apollo Diamond Suites,1920,1581,82.4,4931,2019-01-30
Apollo Towers,2020,1701,57.2,3257,2019-01-30
Alletra Diamond Grand Hotel,1887,1804,57.9,4736,2019-01-31
ProLiant Towers,1297,1747,52.7,3044,2019-01-31
Aruba Luxury Lodge,2487,1454,64.4,4689,2019-01-31
InfoSight Boutique Hotel,1575,1346,59.7,4407,2019-01-31
Primera Grand,1206,1265,51.2,4473,2019-01-31
dHCI Executive Boutique Hotel,1647,1665,53.7,4127,2019-01-31
ProLiant Haven,2289,1425,52.4,4288,2019-01-31
Apollo Executive Beach Resort,1804,1148,93.4,3982,2019-01-31
Aruba Lodge,1908,1008,66.0,3814,2019-01-31
Alletra Haven,2664,1101,87.5,4706,2019-01-31
dHCI Platinum Beach Resort,3900,1537,56.0,3229,2019-01-31
GreenLake Platinum Heritage Inn,1030,1049,79.2,4338,2019-01-31
Pointnext Signature Residences & Suites,2909,1682,84.8,4426,2019-01-31
ProLiant Place,1681,1139,63.6,4500,2019-01-31
Synergy Golden Grand Hotel,3117,1138,63.5,4799,2019-01-31
Alletra Resort,3631,1058,73.0,3318,2019-01-31
GreenLake Digital Business Suites,2140,1066,90.3,4626,2019-01-31
Apollo Resort & Spa,3682,1593,90.7,4931,2019-01-31
Nimble Inn,3153,1477,81.9,3670,2019-01-31
Ezmeral Grand Hotel,3747,1649,67.8,4192,2019-01-31
Alletra Boutique Hotel,3529,1687,67.2,4009,2019-01-31
Simplivity Golden Plaza Hotel,2716,1665,80.7,4599,2019-01-31
Cray Villas,1783,1013,77.5,4683,2019-01-31
Apollo Diamond Suites,3958,1164,93.3,3593,2019-01-31
Apollo Towers,2357,1722,65.8,3088,2019-01-31
Alletra Diamond Grand Hotel,2728,1522,63.6,3290,2019-02-01
ProLiant Towers,3350,1041,62.0,3697,2019-02-01
Aruba Luxury Lodge,3990,1293,52.7,3402,2019-02-01
InfoSight Boutique Hotel,3741,1295,50.3,3522,2019-02-01
Primera Grand,3290,1470,83.2,3458,2019-02-01
dHCI Executive Boutique Hotel,2099,1277,63.7,3800,2019-02-01
ProLiant Haven,3929,1505,51.9,3150,2019-02-01
Apollo Executive Beach Resort,3406,1161,94.2,4417,2019-02-01
Aruba Lodge,2194,1345,60.1,3785,2019-02-01
Alletra Haven,3994,1549,71.4,4214,2019-02-01
dHCI Platinum Beach Resort,1715,1138,65.9,4974,2019-02-01
GreenLake Platinum Heritage Inn,3388,1683,94.0,3594,2019-02-01
Pointnext Signature Residences & Suites,1167,1214,50.9,3290,2019-02-01
ProLiant Place,3813,1304,94.6,3094,2019-02-01
Synergy Golden Grand Hotel,2314,1388,66.9,4017,2019-02-01
Alletra Resort,3647,1469,66.9,4080,2019-02-01
GreenLake Digital Business Suites,3933,1671,90.3,3750,2019-02-01
Apollo Resort & Spa,3953,1215,78.8,4511,2019-02-01
Nimble Inn,2479,1832,68.0,3949,2019-02-01
Ezmeral Grand Hotel,3966,1264,51.5,3977,2019-02-01
Alletra Boutique Hotel,1530,1207,52.2,4001,2019-02-01
Simplivity Golden Plaza Hotel,2367,1866,53.9,3829,2019-02-01
Cray Villas,1409,1173,61.2,3970,2019-02-01
Apollo Diamond Suites,1566,1048,72.9,4313,2019-02-01
Apollo Towers,1477,1252,63.0,3550,2019-02-01
Alletra Diamond Grand Hotel,1820,1107,55.4,4356,2019-02-02
ProLiant Towers,1835,1608,77.1,4235,2019-02-02
Aruba Luxury Lodge,3087,1026,87.7,4066,2019-02-02
InfoSight Boutique Hotel,1141,1021,80.5,3612,2019-02-02
Primera Grand,2292,1315,52.7,3193,2019-02-02
dHCI Executive Boutique Hotel,3506,1516,79.8,3178,2019-02-02
ProLiant Haven,2029,1065,88.9,3654,2019-02-02
Apollo Executive Beach Resort,1978,1108,53.8,3109,2019-02-02
Aruba Lodge,3598,1265,91.1,3367,2019-02-02
Alletra Haven,2868,1632,80.5,3290,2019-02-02
dHCI Platinum Beach Resort,2286,1098,87.5,3678,2019-02-02
GreenLake Platinum Heritage Inn,3714,1799,56.4,3819,2019-02-02
Pointnext Signature Residences & Suites,2753,1472,63.9,4132,2019-02-02
ProLiant Place,1482,1181,59.1,4168,2019-02-02
Synergy Golden Grand Hotel,3496,1508,65.4,4831,2019-02-02
Alletra Resort,1594,1214,70.2,3397,2019-02-02
GreenLake Digital Business Suites,1908,1793,53.0,4158,2019-02-02
Apollo Resort & Spa,1429,1708,79.4,4434,2019-02-02
Nimble Inn,3193,1978,60.3,3830,2019-02-02
Ezmeral Grand Hotel,2723,1626,50.4,4433,2019-02-02
Alletra Boutique Hotel,2308,1091,59.3,3137,2019-02-02
Simplivity Golden Plaza Hotel,1692,1524,57.3,4279,2019-02-02
Cray Villas,2664,1266,82.5,4517,2019-02-02
Apollo Diamond Suites,3387,1286,61.4,3682,2019-02-02
Apollo Towers,2276,1835,62.4,4091,2019-02-02
Alletra Diamond Grand Hotel,3368,1256,79.6,4707,2019-02-03
ProLiant Towers,2865,1506,59.9,4298,2019-02-03
Aruba Luxury Lodge,1601,1983,57.7,4945,2019-02-03
InfoSight Boutique Hotel,1469,1205,50.0,3003,2019-02-03
Primera Grand,1451,1792,70.1,3394,2019-02-03
dHCI Executive Boutique Hotel,2991,1073,89.8,3116,2019-02-03
ProLiant Haven,2054,1488,83.3,3241,2019-02-03
Apollo Executive Beach Resort,3305,1839,71.9,4131,2019-02-03
Aruba Lodge,3159,1470,68.2,3260,2019-02-03
Alletra Haven,1086,1789,73.2,4318,2019-02-03
dHCI Platinum Beach Resort,3244,1116,69.0,4668,2019-02-03
GreenLake Platinum Heritage Inn,3995,1491,68.1,3712,2019-02-03
Pointnext Signature Residences & Suites,2616,1651,79.5,3699,2019-02-03
ProLiant Place,2146,1432,50.1,4404,2019-02-03
Synergy Golden Grand Hotel,3791,1185,59.8,3386,2019-02-03
Alletra Resort,3851,1069,54.4,4884,2019-02-03
GreenLake Digital Business Suites,2240,1443,82.4,4842,2019-02-03
Apollo Resort & Spa,2986,1116,56.6,4211,2019-02-03
Nimble Inn,2115,1509,75.1,4653,2019-02-03
Ezmeral Grand Hotel,1058,1181,61.2,3446,2019-02-03
Alletra Boutique Hotel,1755,1230,70.0,4523,2019-02-03
Simplivity Golden Plaza Hotel,2791,1614,84.5,3686,2019-02-03
Cray Villas,3010,1267,79.6,3062,2019-02-03
Apollo Diamond Suites,2177,1611,78.0,4473,2019-02-03
Apollo Towers,2073,1967,88.9,3536,2019-02-03
Alletra Diamond Grand Hotel,1115,1449,63.0,3387,2019-02-04
